CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline,AsyncSamplesSlowdown,BuboPercentChange,AsyncPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
145,1,Bounce.benchmark()-Re-Comp,337104844918,723999636842,7002270,15477364,114.76986989555469,121.03352198644156,95.91288495952098,97.05288357922267,238143,477217,100.39094157711963
145,0,Bounce.benchmark()-Re-Comp,27809429334,28735478650,448088,426932,3.329983168219154,-4.7213940118905215,3.806773536566969,2.6771342776615374,238143,477217,100.39094157711963
