benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,SpaceMangler::mangle_region,,,11401,18569,61.398029,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.put,124,0,2487,18569,13.393290,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.forEach,143,0,758,18569,4.082072,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.get,127,0,758,18569,4.082072,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.treeInsert,,,425,18569,2.288761,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,160,0,404,18569,2.175669,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,154,0,368,18569,1.981798,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,131,0,337,18569,1.814853,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,MemAllocator::mem_allocate_inside_tlab_slow,,,314,18569,1.690990,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,CD.benchmark,150,0,311,18569,1.674834,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,160,1,184,18569,0.990899,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.putIntoMap,131,0,100,18569,0.538532,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,154,3,97,18569,0.522376,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.put,,,97,18569,0.522376,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.recurse,,,68,18569,0.366202,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,som.Vector.append,,,55,18569,0.296193,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.findNode,,,53,18569,0.285422,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,CD.innerBenchmarkLoop,190,2,52,18569,0.280037,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,160,4,46,18569,0.247725,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector$RemoveAbsentAircraft.apply,,,44,18569,0.236954,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.get,,,42,18569,0.226183,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,itable stub,,,41,18569,0.220798,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.recurse,151,0,40,18569,0.215413,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.handleNewFrame,154,2,21,18569,0.113092,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,CD.benchmark,150,2,17,18569,0.091550,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,CD.benchmark,150,3,17,18569,0.091550,
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.CollisionDetector.putIntoMap,,,16,18569,0.086165,no_marker
CD,AWFY,WithoutProbe,AUTO_PIPELINE,async,cd.RedBlackTree.leftRotate,,,16,18569,0.086165,no_marker
