comp_id,loop_id,samples,percentage,total_samples
190,1,165782,0.645163,25696143
190,2,67207,0.261545,25696143
207,0,618542,2.407139,25696143
207,1,753378,2.931872,25696143
207,2,334076,1.300102,25696143
207,11,187101,0.728129,25696143
207,12,192302,0.748369,25696143
207,13,195217,0.759713,25696143
212,0,278208,1.082684,25696143
235,1,62675,0.243908,25696143
