CompId,Method,LoopId,BaselineCycles,SlowdownCycles,PercentChangeCycles,BaselineSharePercent
140,Permute.permute(int),0,1872127362242,2176774942834,16.272802093291546,75.06239913773963
157,Benchmark.innerBenchmarkLoop(int)-Re-Comp,0,621780326186,731594580522,17.661262299757947,24.930100356139334
156,Benchmark.innerBenchmarkLoop(int),0,186666498,219092890,17.371297124779186,0.007484338651906776
52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0,237416,242954,2.33261448259595,9.519125094322489e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",1,53626,49552,-7.5970611270652295,2.1501187885742235e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",2,33628,34086,1.3619602712025694,1.3483048264307237e-06
84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,29984,27588,-7.990928495197439,1.2021997120167366e-06
88,"java.lang.StringCoding.countPositives(byte[],-Re-Comp",0,9016,8768,-2.750665483584738,3.61493883522642e-07
167,"java.lang.StringLatin1.inflate(byte[],",1,7622,7868,3.2274993440041984,3.056018611590037e-07
167,"java.lang.StringLatin1.inflate(byte[],",2,6020,5778,-4.019933554817276,2.413701396191554e-07
167,"java.lang.StringLatin1.inflate(byte[],",0,5912,6448,9.066305818673884,2.370399112007386e-07
57,"java.util.HashMap.putVal(int,",0,5520,5836,5.72463768115942,2.2132278583018897e-07
137,"java.lang.StringLatin1.equals(byte[],",0,5190,5132,-1.1175337186897882,2.0809153232947115e-07
169,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",0,4430,3902,-11.918735891647856,1.7761955457024224e-07
58,java.lang.String.equals(Object),0,3162,3308,4.617330803289057,1.2677946536142347e-07
168,"java.lang.StringCoding.implEncodeAsciiArray(char[],",0,560,682,21.785714285714285,2.245303624364236e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,456,420,-7.894736842105263,1.828318665553735e-08
87,"java.lang.StringCoding.countPositives(byte[],",0,422,406,-3.7914691943127963,1.6919966597887637e-08
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",1,160,1500,837.5,6.415153212469246e-09
83,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",2,108,118,9.25925925925926,4.330228418416741e-09
