benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,604,0,913,5380,16.970260,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,609,2,527,5380,9.795539,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,615,1,521,5380,9.684015,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,560,5,425,5380,7.899628,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,613,0,415,5380,7.713755,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,583,0,345,5380,6.412639,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,607,2,283,5380,5.260223,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,629,0,242,5380,4.498141,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,626,1,230,5380,4.275093,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,600,1,218,5380,4.052045,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,587,2,212,5380,3.940520,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,579,9,173,5380,3.215613,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,2,153,5380,2.843866,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,620,2,147,5380,2.732342,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,3,114,5380,2.118959,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.matrixMultiplyLoop(double[][], double[][], double[][], int)",,,75,5380,1.394052,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,LoopBenchmarks.parseJsonLoop(char[]),,,66,5380,1.226766,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,609,1,62,5380,1.152416,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.monteCarloPiLoop(long, int)",,,53,5380,0.985130,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,579,2,30,5380,0.557621,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,4,28,5380,0.520446,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,592,1,27,5380,0.501859,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,LoopBenchmarks.crc32Loop(byte[]),,,25,5380,0.464684,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.editDistanceLoop(char[], char[])",,,16,5380,0.297398,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.sieveLoop(boolean[], int)",,,15,5380,0.278810,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"LoopBenchmarks.histogramLoop(int[], int[], int)",,,14,5380,0.260223,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,559,1,6,5380,0.111524,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,587,1,6,5380,0.111524,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,606,1,5,5380,0.092937,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,612,0,4,5380,0.074349,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,560,6,3,5380,0.055762,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,607,0,3,5380,0.055762,
