comp_id,method,node,loop_id
214,LoopBenchmarks.editDistanceLoop,b12,5
214,LoopBenchmarks.editDistanceLoop,b13,5
214,LoopBenchmarks.editDistanceLoop,b21,6
214,LoopBenchmarks.editDistanceLoop,b22,6
214,LoopBenchmarks.editDistanceLoop,b27,0
214,LoopBenchmarks.editDistanceLoop,b28,0
214,LoopBenchmarks.editDistanceLoop,b30,3
214,LoopBenchmarks.editDistanceLoop,b31,3
214,LoopBenchmarks.editDistanceLoop,b33,4
214,LoopBenchmarks.editDistanceLoop,b34,4
214,LoopBenchmarks.editDistanceLoop,b46,1
214,LoopBenchmarks.editDistanceLoop,b47,1
214,LoopBenchmarks.editDistanceLoop,b48,1
214,LoopBenchmarks.editDistanceLoop,b49,1
214,LoopBenchmarks.editDistanceLoop,b50,1
214,LoopBenchmarks.editDistanceLoop,b52,1
214,LoopBenchmarks.editDistanceLoop,b53,1
214,LoopBenchmarks.editDistanceLoop,b54,1
214,LoopBenchmarks.editDistanceLoop,b55,1
214,LoopBenchmarks.editDistanceLoop,b56,1
214,LoopBenchmarks.editDistanceLoop,b58,1
214,LoopBenchmarks.editDistanceLoop,b59,1
214,LoopBenchmarks.editDistanceLoop,b60,1
214,LoopBenchmarks.editDistanceLoop,b61,1
214,LoopBenchmarks.editDistanceLoop,b62,1
214,LoopBenchmarks.editDistanceLoop,b64,1
214,LoopBenchmarks.editDistanceLoop,b65,1
214,LoopBenchmarks.editDistanceLoop,b66,1
214,LoopBenchmarks.editDistanceLoop,b67,1
214,LoopBenchmarks.editDistanceLoop,b68,1
214,LoopBenchmarks.editDistanceLoop,b70,1
214,LoopBenchmarks.editDistanceLoop,b71,1
214,LoopBenchmarks.editDistanceLoop,b73,1
214,LoopBenchmarks.editDistanceLoop,b74,2
214,LoopBenchmarks.editDistanceLoop,b75,2
214,LoopBenchmarks.editDistanceLoop,b76,2
214,LoopBenchmarks.editDistanceLoop,b77,2
214,LoopBenchmarks.editDistanceLoop,b78,2
214,LoopBenchmarks.editDistanceLoop,b79,1
