benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.String.equals,1698283,36.79,17078823297
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.StringLatin1.toBytes,480763,10.42,4837807219
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.read,349248,7.57,3513396344
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.String.valueOf,305759,6.63,3076552601
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readStringInternal,142255,3.08,1430479834
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,som.Vector.append,137949,2.99,1387607418
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readValue,100595,2.18,1011545321
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,som.Vector.<init>,100248,2.18,1009991444
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.isWhiteSpace,83639,1.81,841233399
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.isDigit,73070,1.58,734323497
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,jbyte_disjoint_arraycopy,62613,1.36,629475275
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.AbstractStringBuilder.<init>,56463,1.22,567778050
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.endCapture,55095,1.19,553872931
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.Object.clone,49074,1.06,493462045
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.String.hashCode,49018,1.06,492811163
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,jdk.internal.util.Preconditions.checkIndex,48489,1.05,487663513
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readArray,48386,1.05,486809799
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,jdk.internal.util.ArraysSupport.hashCodeOfUnsigned,47576,1.03,478525602
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.AbstractStringBuilder.append,47243,1.02,474990010
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.subStringFromTo,45998,1.0,462442199
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readDigit,42649,0.92,428597066
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.AbstractStringBuilder.needsNewBuffer,36037,0.78,362289693
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.String.isLatin1,34761,0.75,349566833
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.StringLatin1.hashCode,32695,0.71,328772318
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.StringLatin1.charAt,29882,0.65,300581449
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.StringBuilder.toString,27396,0.59,275408914
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readChar,25942,0.56,260777328
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,G1ParScanThreadState::trim_queue_to_threshold,23913,0.52,242578102
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readObject,23157,0.5,233069870
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.skipWhiteSpace,20510,0.44,206282461
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readNumber,20042,0.43,201430304
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readString,14722,0.32,148075861
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonArray.<init>,11032,0.24,111024472
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonObject$HashIndexTable.<init>,10122,0.22,101849836
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonObject.<init>,10005,0.22,100799757
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.startCapture,9858,0.21,99064971
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readNull,8125,0.18,81708036
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonObject$HashIndexTable.add,7930,0.17,79676466
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readRequiredChar,7432,0.16,74875175
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,java.lang.String.coder,6177,0.13,62131022
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,G1HeapRegionManager::par_iterate,5203,0.13,61132322
Json,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Json_BuboOff.txt,4605980,json.JsonPureStringParser.readName,5535,0.12,55618414
