benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Bounce$Ball.bounce,4799756,63.5,48197402390
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Bounce.benchmark,1947972,25.77,19561832591
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.lang.Math.abs,292906,3.88,2941712237
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Bounce$Ball.<init>,216135,2.88,2186574381
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Bounce.lambda$benchmark$0,100015,1.33,1012039051
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.util.Arrays.setAll,74785,1.0,756527859
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,som.Random.next,57914,0.77,585815011
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Bounce.verifyResult,2964,0.04,29914231
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,Benchmark.innerBenchmarkLoop,2840,0.04,28652707
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1ParScanThreadState::trim_queue_to_threshold,2456,0.03,24620452
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.lang.Integer.valueOf,1860,0.02,18774113
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,jdk.internal.misc.Unsafe.allocateInstance,1014,0.01,10277293
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1HeapRegionManager::par_iterate,731,0.01,7941965
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__memset_avx2_unaligned_erms,607,0.01,6803436
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,do_user_addr_fault_[k],570,0.01,5857573
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__futex_abstimed_wait_common,407,0.01,5348676
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,_raw_spin_unlock_irqrestore_[k],413,0.01,5154590
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,"void OopOopIterateBackwardsDispatch<G1ScanEvacuatedObjClosure>::Table::oop_oop_iterate_backwards<InstanceKlass, narrowOop>",496,0.01,4988449
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1ParScanThreadState::steal_and_trim_queue,456,0.01,4576496
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,[vdso],374,0.01,4214344
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,blkcg_maybe_throttle_current_[k],275,0.01,3887974
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.lang.AbstractStringBuilder* java.lang.AbstractStringBuilder::append,357,0.0,3540952
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,mem_cgroup_handle_over_high_[k],245,0.0,3429965
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,syscall_enter_from_user_mode_[k],284,0.0,3410515
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,exit_to_user_mode_loop_[k],217,0.0,2980191
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,"void WeakProcessor::Task::work<G1STWIsAliveClosure, G1KeepAliveClosure>",227,0.0,2815138
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__tls_get_addr,238,0.0,2632490
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1CodeRootSet::reset_table_scanner,193,0.0,2620889
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor::visitObjectReferences,248,0.0,2482690
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__audit_syscall_exit_[k],157,0.0,2275419
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,int org.graalvm.collections.EconomicMapImpl::findLinear,225,0.0,2254120
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.graal.jdk.SubstrateArraycopySnippets::doArraycopy,225,0.0,2241956
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__get_user_8_[k],150,0.0,2237653
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,next_uptodate_page_[k],204,0.0,2094668
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,InstanceKlass::find_method_index,205,0.0,2054153
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,int LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.NodeIdAccessor::getNodeId,202,0.0,2025902
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1FromCardCache::clear,179,0.0,2006443
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__GI___libc_malloc,195,0.0,1916456
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.iterators.PredicatedProxyNodeIterator::forward,191,0.0,1909892
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.lang.String* com.oracle.svm.core.util.Utf8::utf8ToString,186,0.0,1855661
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,SpinPause,181,0.0,1850587
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.genscavenge.GreyToBlackObjectVisitor::visitObject,184,0.0,1844586
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.c.function.CEntryPointSetup$LeaveEpilogue::leave,179,0.0,1769215
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,G1HeapRegionClaimer::claim_region,144,0.0,1755470
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,clear_page_erms_[k],157,0.0,1710023
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void java.util.ArrayList::add,163,0.0,1631154
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.UnmanagedMemoryUtil::copyForward,164,0.0,1611974
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void G1ScanCardClosure::do_oop_work<narrowOop>,156,0.0,1555913
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,"G1ParCopyClosure<(G1Barrier)0, false>::do_oop",126,0.0,1482853
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void com.oracle.svm.core.UnmanagedMemoryUtil::copyLongsForward,148,0.0,1473441
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,boolean org.graalvm.collections.EconomicMapImpl::compareKeys,143,0.0,1430107
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,void LibGraalClassLoader_6d026701::jdk.graal.compiler.lir.LIRIntrospection::visitEach,137,0.0,1377972
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,ConstantPool::name_and_type_ref_index_at,131,0.0,1372939
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__list_del_entry_valid_[k],122,0.0,1369621
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.lang.Object* com.oracle.svm.core.graal.jdk.SubstrateObjectCloneSnippets::doClone,136,0.0,1334587
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,pthread_mutex_lock@@GLIBC_2.2.5,128,0.0,1332990
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,java.io.BufferedWriter.write,130,0.0,1307152
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,_int_malloc,126,0.0,1303926
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__vfprintf_internal,132,0.0,1290943
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__memmove_sse2_unaligned_erms,125,0.0,1268182
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,SymbolTable::lookup_shared,126,0.0,1235056
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,futex_wake_[k],110,0.0,1205666
Bounce,BuboOff,bubo_runs6_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs6_BuboWithDebug/async/Bounce_BuboOff.txt,7552607,__new_sem_wait_slow64.constprop.0,95,0.0,1166181
