Method: __memset_avx2_unaligned_erms, Block ID: 1, Normal Time: 0.019, Slowdown Time: 0.006, Percentage Increase: -68.42105263157895%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 210, Normal Time: 0.003, Slowdown Time: 0.001, Percentage Increase: -66.66666666666666%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 212, Normal Time: 0.021, Slowdown Time: 0.023, Percentage Increase: 9.523809523809515%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 213, Normal Time: 0.009, Slowdown Time: 0.002, Percentage Increase: -77.77777777777779%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 214, Normal Time: 0.003, Slowdown Time: 0.014, Percentage Increase: 366.66666666666663%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 215, Normal Time: 0.039, Slowdown Time: 0.036, Percentage Increase: -7.6923076923077%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 216, Normal Time: 0.02, Slowdown Time: 0.015, Percentage Increase: -25.000000000000007%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 217, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, Normal Time: 0.781, Slowdown Time: 0.766, Percentage Increase: -1.9206145966709363%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 219, Normal Time: 0.148, Slowdown Time: 0.128, Percentage Increase: -13.513513513513509%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 220, Normal Time: 0.023, Slowdown Time: 0.022, Percentage Increase: -4.347826086956526%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 221, Normal Time: 0.021, Slowdown Time: 0.01, Percentage Increase: -52.38095238095239%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 222, Normal Time: 0.007, Slowdown Time: 0.01, Percentage Increase: 42.857142857142854%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 224, Normal Time: 0.008, Slowdown Time: 0.007, Percentage Increase: -12.5%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 225, Normal Time: 0.005, Slowdown Time: 0.01, Percentage Increase: 100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 226, Normal Time: 0.004, Slowdown Time: 0.004, Percentage Increase: 0.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 227, Normal Time: 0.01, Slowdown Time: 0.008, Percentage Increase: -20.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 228, Normal Time: 0.002, Slowdown Time: 0.005, Percentage Increase: 150.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 229, Normal Time: 0.003, Slowdown Time: 0.002, Percentage Increase: -33.33333333333333%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 230, Normal Time: 0.002, Slowdown Time: 0.001, Percentage Increase: -50.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 39, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 231, Normal Time: 0.001, Slowdown Time: 0.003, Percentage Increase: 200.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 236, Normal Time: 0.003, Slowdown Time: 0.006, Percentage Increase: 100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 237, Normal Time: 0.012, Slowdown Time: 0.036, Percentage Increase: 199.99999999999997%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 238, Normal Time: 0.004, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, Normal Time: 1.28, Slowdown Time: 1.274, Percentage Increase: -0.46875000000000044%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 48, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 241, Normal Time: 0.042, Slowdown Time: 0.028, Percentage Increase: -33.333333333333336%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 49, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 242, Normal Time: 0.002, Slowdown Time: 0.004, Percentage Increase: 100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 244, Normal Time: 0.017, Slowdown Time: 0.016, Percentage Increase: -5.8823529411764754%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 245, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 246, Normal Time: 0.007, Slowdown Time: 0.013, Percentage Increase: 85.7142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 247, Normal Time: 0.003, Slowdown Time: 0.006, Percentage Increase: 100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, Normal Time: 0.238, Slowdown Time: 0.241, Percentage Increase: 1.2605042016806736%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 249, Normal Time: 0.01, Slowdown Time: 0.006, Percentage Increase: -40.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 250, Normal Time: 0.01, Slowdown Time: 0.026, Percentage Increase: 160.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 251, Normal Time: 0.007, Slowdown Time: 0.004, Percentage Increase: -42.857142857142854%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Median Percentage Increase: 100.0%

 ExtraBuboData:
ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%


ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%


ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%


ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%


ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%


ExtraBuboData:
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 240, RDTSC Normal Time: 0.014, RDTSC Slowdown Time: 0.01, RDTSC Percentage Increase: -28.57142857142857%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 248, RDTSC Normal Time: 0.005, RDTSC Slowdown Time: 0.0, RDTSC Percentage Increase: -100.0%
Method: java::util::stream::StreamSpliterators$AbstractWrappingSpliterator::fillBuffer, Block ID: 218, RDTSC Normal Time: 0.6910000000000001, RDTSC Slowdown Time: 0.673, RDTSC Percentage Increase: -2.604920405209843%

Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 832, Normal Time: 0.019, Slowdown Time: 0.038, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 833, Normal Time: 0.036, Slowdown Time: 0.087, Percentage Increase: 141.66666666666669%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 834, Normal Time: 0.018, Slowdown Time: 0.056, Percentage Increase: 211.11111111111117%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 835, Normal Time: 0.007, Slowdown Time: 0.047, Percentage Increase: 571.4285714285714%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 836, Normal Time: 0.014, Slowdown Time: 0.028, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 837, Normal Time: 0.02, Slowdown Time: 0.045, Percentage Increase: 124.99999999999997%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 838, Normal Time: 0.01, Slowdown Time: 0.024, Percentage Increase: 140.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 839, Normal Time: 0.016, Slowdown Time: 0.031, Percentage Increase: 93.75%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 840, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 76, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 844, Normal Time: 0.023, Slowdown Time: 0.087, Percentage Increase: 278.2608695652174%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 845, Normal Time: 0.018, Slowdown Time: 0.039, Percentage Increase: 116.66666666666667%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 846, Normal Time: 0.256, Slowdown Time: 0.58, Percentage Increase: 126.56249999999997%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 847, Normal Time: 0.011, Slowdown Time: 0.021, Percentage Increase: 90.90909090909093%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 848, Normal Time: 0.259, Slowdown Time: 0.504, Percentage Increase: 94.5945945945946%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 849, Normal Time: 0.007, Slowdown Time: 0.014, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 850, Normal Time: 0.011, Slowdown Time: 0.049, Percentage Increase: 345.45454545454555%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 851, Normal Time: 0.018, Slowdown Time: 0.016, Percentage Increase: -11.111111111111102%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 852, Normal Time: 0.025, Slowdown Time: 0.064, Percentage Increase: 155.99999999999997%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 853, Normal Time: 0.028, Slowdown Time: 0.04, Percentage Increase: 42.857142857142854%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 857, Normal Time: 0.02, Slowdown Time: 0.043, Percentage Increase: 114.99999999999997%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 858, Normal Time: 0.005, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 859, Normal Time: 0.019, Slowdown Time: 0.031, Percentage Increase: 63.15789473684211%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 863, Normal Time: 0.291, Slowdown Time: 0.609, Percentage Increase: 109.27835051546393%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 864, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 866, Normal Time: 0.349, Slowdown Time: 0.633, Percentage Increase: 81.37535816618913%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 867, Normal Time: 0.014, Slowdown Time: 0.019, Percentage Increase: 35.71428571428571%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 868, Normal Time: 0.013, Slowdown Time: 0.023, Percentage Increase: 76.92307692307693%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 869, Normal Time: 0.0, Slowdown Time: 0.006, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 39, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 873, Normal Time: 0.003, Slowdown Time: 0.009, Percentage Increase: 199.99999999999997%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 874, Normal Time: 0.0, Slowdown Time: 0.002, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 875, Normal Time: 0.003, Slowdown Time: 0.008, Percentage Increase: 166.66666666666669%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 826, Normal Time: 0.013, Slowdown Time: 0.026, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 827, Normal Time: 0.014, Slowdown Time: 0.01, Percentage Increase: -28.57142857142857%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 828, Normal Time: 0.009, Slowdown Time: 0.02, Percentage Increase: 122.22222222222226%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 829, Normal Time: 0.0, Slowdown Time: 0.013, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 830, Normal Time: 0.233, Slowdown Time: 0.568, Percentage Increase: 143.77682403433474%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Block ID: 831, Normal Time: 0.013, Slowdown Time: 0.01, Percentage Increase: -23.076923076923073%
Method: io::reactivex::rxjava3::internal::operators::observable::ObservableFlatMapSingle$FlatMapSingleObserver::innerSuccess, Median Percentage Increase: 115.83333333333331%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 192, Normal Time: 0.018, Slowdown Time: 0.003, Percentage Increase: -83.33333333333334%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 196, Normal Time: 0.031, Slowdown Time: 0.033, Percentage Increase: 6.451612903225811%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 202, Normal Time: 0.019, Slowdown Time: 0.018, Percentage Increase: -5.263157894736847%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 203, Normal Time: 0.009, Slowdown Time: 0.025, Percentage Increase: 177.7777777777778%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 204, Normal Time: 0.016, Slowdown Time: 0.032, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 205, Normal Time: 0.247, Slowdown Time: 0.501, Percentage Increase: 102.83400809716599%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 206, Normal Time: 0.009, Slowdown Time: 0.016, Percentage Increase: 77.77777777777779%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 15, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 207, Normal Time: 0.019, Slowdown Time: 0.015, Percentage Increase: -21.05263157894737%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 210, Normal Time: 0.003, Slowdown Time: 0.004, Percentage Increase: 33.33333333333333%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 211, Normal Time: 0.001, Slowdown Time: 0.024, Percentage Increase: 2300.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 19, Normal Time: 0.0, Slowdown Time: 0.001, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 212, Normal Time: 0.007, Slowdown Time: 0.008, Percentage Increase: 14.285714285714285%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 213, Normal Time: 0.009, Slowdown Time: 0.008, Percentage Increase: -11.111111111111102%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 214, Normal Time: 0.006, Slowdown Time: 0.005, Percentage Increase: -16.666666666666664%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 219, Normal Time: 0.0, Slowdown Time: 0.003, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 223, Normal Time: 0.006, Slowdown Time: 0.007, Percentage Increase: 16.666666666666664%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 228, Normal Time: 0.001, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 233, Normal Time: 0.015, Slowdown Time: 0.014, Percentage Increase: -6.666666666666661%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 234, Normal Time: 0.025, Slowdown Time: 0.02, Percentage Increase: -20.000000000000004%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 175, Normal Time: 0.013, Slowdown Time: 0.014, Percentage Increase: 7.6923076923077%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 176, Normal Time: 0.002, Slowdown Time: 0.017, Percentage Increase: 750.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 177, Normal Time: 0.016, Slowdown Time: 0.018, Percentage Increase: 12.49999999999999%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 178, Normal Time: 0.015, Slowdown Time: 0.015, Percentage Increase: 0.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 180, Normal Time: 0.263, Slowdown Time: 0.583, Percentage Increase: 121.67300380228134%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 181, Normal Time: 0.012, Slowdown Time: 0.009, Percentage Increase: -25.000000000000007%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 182, Normal Time: 0.012, Slowdown Time: 0.007, Percentage Increase: -41.66666666666667%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 183, Normal Time: 0.001, Slowdown Time: 0.017, Percentage Increase: 1600.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 184, Normal Time: 0.011, Slowdown Time: 0.0, Percentage Increase: -100.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 185, Normal Time: 0.023, Slowdown Time: 0.083, Percentage Increase: 260.8695652173913%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 186, Normal Time: 0.039, Slowdown Time: 0.091, Percentage Increase: 133.33333333333331%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 187, Normal Time: 0.008, Slowdown Time: 0.01, Percentage Increase: 25.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 188, Normal Time: 0.012, Slowdown Time: 0.022, Percentage Increase: 83.33333333333331%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 189, Normal Time: 0.011, Slowdown Time: 0.022, Percentage Increase: 100.0%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 190, Normal Time: 0.012, Slowdown Time: 0.031, Percentage Increase: 158.33333333333331%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Block ID: 191, Normal Time: 0.014, Slowdown Time: 0.016, Percentage Increase: 14.285714285714285%
Method: io::reactivex::rxjava3::disposables::CompositeDisposable::add, Median Percentage Increase: 100.0%
Method: oopDesc::klass(void) const, Median Percentage Increase: 0.0%
Total Average Percentage Increase: 56.80555555555555%
Total Normal Time: 21.309000000000008
Total Slowdown Time: 21.13299999999999
Total Percentage Increase Overall: -0.8259420901967227%
