benchmark,comp_id,comp_name,method_dot,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,loop_median_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
Sieve,52,java.util.ImmutableCollections$SetN$SetNIterator.next,,0,0,376158,386316,2.700460976504554,,4.288525354576071e-05,900813142186,-1.0
Sieve,57,"java.util.HashMap.putVal(int,",,0,0,11042,10718,-2.934251041477993,,1.189813902358337e-06,900813142186,-1.0
Sieve,58,java.lang.String.equals,,0,0,5566,5078,-8.767517067912326,,5.637129125000592e-07,900813142186,-1.0
Sieve,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,0,0,54,80,48.148148148148145,,8.880865104372733e-09,900813142186,-1.0
Sieve,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,1,0,50,180,260.0,,1.9981946484838647e-08,900813142186,-1.0
Sieve,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,2,0,50,80,60.0,,8.880865104372733e-09,900813142186,-1.0
Sieve,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,0,0,94260,93610,-0.6895820072140887,,1.0391722280254143e-05,900813142186,-1.0
Sieve,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,1,0,192546,189674,-1.4915916196649113,,2.105586509758492e-05,900813142186,-1.0
Sieve,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,2,0,152930,152620,-0.2027071209049892,,1.694247040286708e-05,900813142186,-1.0
Sieve,87,"java.lang.StringCoding.countPositives(byte[],",,0,0,396,160,-59.59595959595959,,1.7761730208745467e-08,900813142186,-1.0
Sieve,88,"java.lang.StringCoding.countPositives(byte[],",,0,0,11228,30968,175.81047381546136,,3.4377828819026847e-06,900813142186,-1.0
Sieve,138,"java.lang.StringLatin1.equals(byte[],",,0,0,17962,17720,-1.3472887206324462,,1.96711162061856e-06,900813142186,-1.0
Sieve,142,java.util.Properties$LineReader.readLine,,1,1,475566,381730,-19.731435804914565,,4.237615795365254e-05,900813142186,-1.0
Sieve,142,java.util.Properties$LineReader.readLine,,2,0,17022,18326,7.660674421337093,,2.0343841737841836e-06,900813142186,-1.0
Sieve,142,java.util.Properties$LineReader.readLine,,5,0,422,234,-44.54976303317535,,2.5976530430290243e-08,900813142186,-1.0
Sieve,143,java.util.Properties$LineReader.readLine,,0,2,84836,86452,1.9048517138950445,,9.597106875040393e-06,900813142186,-1.0
Sieve,143,java.util.Properties$LineReader.readLine,,1,1,423460,424322,0.20356113918670005,,4.710433053522058e-05,900813142186,-1.0
Sieve,143,java.util.Properties$LineReader.readLine,,2,0,142056,143044,0.6955003660528243,,1.5879430849873663e-05,900813142186,-1.0
Sieve,169,"Sieve.sieve(boolean[],",Sieve.sieve,0,0,57286,56608,-1.1835352442132459,,6.284100147854146e-06,900813142186,-1.0
Sieve,169,"Sieve.sieve(boolean[],",Sieve.sieve,1,0,2566,1820,-29.07248636009353,,2.0203968112447965e-07,900813142186,-1.0
Sieve,169,"Sieve.sieve(boolean[],",Sieve.sieve,2,0,32658,32590,-0.20821850695082367,,3.617842421893842e-06,900813142186,-1.0
Sieve,170,"Sieve.sieve(boolean[],",Sieve.sieve,0,0,323438368,315807070,-2.3594287985029654,,0.03505799984596496,900813142186,-1.0
Sieve,170,"Sieve.sieve(boolean[],",Sieve.sieve,1,0,295817778,284756042,-3.739374987800767,,0.031610999958213704,900813142186,-1.0
Sieve,171,"java.util.Arrays.fill(boolean[],",,0,0,72,96,33.33333333333333,,1.0657038125247279e-08,900813142186,-1.0
Sieve,171,"java.util.Arrays.fill(boolean[],",,1,0,5006,5702,13.903316020775069,,6.329836603141666e-07,900813142186,-1.0
Sieve,171,"java.util.Arrays.fill(boolean[],",,2,0,116,170,46.55172413793103,,1.8871838346792057e-08,900813142186,-1.0
Sieve,172,"java.util.Arrays.fill(boolean[],",,0,0,351970,342956,-2.5610137227604626,,3.807182465919069e-05,900813142186,-1.0
Sieve,172,"java.util.Arrays.fill(boolean[],",,1,0,35727798,34811226,-2.56543098457957,,0.0038644225277979097,900813142186,-1.0
Sieve,172,"java.util.Arrays.fill(boolean[],",,2,0,401518,396868,-1.1581049915570412,,4.405663965302747e-05,900813142186,-1.0
Sieve,175,Sieve.benchmark,Sieve.benchmark,0,0,705502,697968,-1.0678920825171296,,7.748199568961034e-05,900813142186,-1.0
Sieve,175,Sieve.benchmark,Sieve.benchmark,1,0,649829678,645284824,-0.6993915719558749,,0.07163359344803626,900813142186,-1.0
Sieve,175,Sieve.benchmark,Sieve.benchmark,2,0,732727440,725066024,-1.0456024412024205,,0.08049016938634852,900813142186,-1.0
Sieve,175,Sieve.benchmark,Sieve.benchmark,3,0,70223100,69650002,-0.8161103682406502,,0.007731903403516138,900813142186,-1.0
Sieve,175,Sieve.benchmark,Sieve.benchmark,4,0,968996,940030,-2.98927962550929,,0.00010435349530079374,900813142186,-1.0
