benchmark,comp_id,comp_name,method_dot,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,loop_median_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
NBody,52,java.util.ImmutableCollections$SetN$SetNIterator.next,,0,0,412688,371454,-9.991567479548715,,0.00010236955332508526,362855935124,-1.0
NBody,57,"java.util.HashMap.putVal(int,",,0,0,11610,12376,6.597760551248924,,3.410720013652445e-06,362855935124,-1.0
NBody,58,java.lang.String.equals,,0,0,5266,4888,-7.178123813140903,,1.347091097829117e-06,362855935124,-1.0
NBody,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,0,0,56,88,57.14285714285714,,2.4252049224419454e-08,362855935124,-1.0
NBody,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,1,0,50,372,644.0,,1.0252002626686407e-07,362855935124,-1.0
NBody,84,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,2,0,74,76,2.7027027027027026,,2.094495160290771e-08,362855935124,-1.0
NBody,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,0,0,97776,95870,-1.9493536246113565,,2.642095408119424e-05,362855935124,-1.0
NBody,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,1,0,196850,191884,-2.522733045466091,,5.2881593333846624e-05,362855935124,-1.0
NBody,85,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,",,2,0,155740,154192,-0.9939642994734814,,4.249399970467823e-05,362855935124,-1.0
NBody,87,"java.lang.StringCoding.countPositives(byte[],",,0,0,164,158,-3.6585365853658534,,4.354345201657129e-08,362855935124,-1.0
NBody,88,"java.lang.StringCoding.countPositives(byte[],",,0,0,12666,11976,-5.447655139744198,,3.30048342626872e-06,362855935124,-1.0
NBody,138,"java.lang.StringLatin1.equals(byte[],",,0,0,18610,20908,12.348199892530898,,5.762066422547295e-06,362855935124,-1.0
NBody,142,java.util.Properties$LineReader.readLine,,1,1,465328,430800,-7.420142351201734,,0.00011872480461227161,362855935124,-1.0
NBody,142,java.util.Properties$LineReader.readLine,,2,0,16790,16484,-1.8225134008338295,,4.542849766083299e-06,362855935124,-1.0
NBody,142,java.util.Properties$LineReader.readLine,,5,0,268,460,71.64179104477611,,1.267720754912835e-07,362855935124,-1.0
NBody,143,java.util.Properties$LineReader.readLine,,0,2,88236,90496,2.5613128428305907,,2.49399255296939e-05,362855935124,-1.0
NBody,143,java.util.Properties$LineReader.readLine,,1,1,434642,459244,5.660290537959976,,0.00012656372834112827,362855935124,-1.0
NBody,143,java.util.Properties$LineReader.readLine,,2,0,141878,142366,0.3439574845994446,,3.923485499867841e-05,362855935124,-1.0
NBody,182,nbody.NBodySystem.advance,,0,0,8134996,7930482,-2.5140024653976476,,0.0021855731799701413,362855935124,-1.0
NBody,182,nbody.NBodySystem.advance,,1,0,14041708,13529388,-3.6485589929658127,,0.003728583906275794,362855935124,-1.0
NBody,182,nbody.NBodySystem.advance,,2,0,1849554,1829018,-1.1103217316174603,,0.0005040617564585139,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,1,0,1760,1174,-33.29545454545455,,3.2354438397123224e-07,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,2,0,1032,856,-17.05426356589147,,2.3590629700117106e-07,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,3,0,306,158,-48.36601307189542,,4.354345201657129e-08,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,4,0,1293635604,1283035896,-0.819373552121251,,0.3535937466646491,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,5,0,836115156,828722630,-0.88415165625822,,0.22838888654716305,362855935124,-1.0
NBody,183,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,6,0,109174554,108418920,-0.6921338098619574,,0.02987932937157267,362855935124,-1.0
NBody,184,NBody.innerBenchmarkLoop,NBody.innerBenchmarkLoop,0,0,179009934210,360558591256,101.4182022060417,101.52124949230145,99.36687162986189,362855935124,-1.0
NBody,202,"java.lang.StringLatin1.inflate(byte[],",,0,0,12166,15198,24.921913529508466,,4.188439137644623e-06,362855935124,-1.0
NBody,202,"java.lang.StringLatin1.inflate(byte[],",,1,0,15948,16070,0.7649862051667922,,4.428754898141144e-06,362855935124,-1.0
NBody,202,"java.lang.StringLatin1.inflate(byte[],",,2,0,11822,11554,-2.266959905261377,,3.18418382657889e-06,362855935124,-1.0
