comp_id,loop_id,method,comp_name,loop_call_count,slow_median,slow_min,slow_max,runtime_share,vtune_median,prog_slowdown,num_runs
52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),java.util.ImmutableCollections$SetN$SetNIterator.next(),0,2.29057555042564,-5.139029391660971,4.535541451120075,9.66874323108003e-05,,82.52044538316134,3
57,0,"java.util.HashMap.putVal(int,","java.util.HashMap.putVal(int,",0,-1.9255935688913817,-3.2647267565649396,3.7212568018255223,2.902366529722116e-06,,82.52044538316134,3
58,0,java.lang.String.equals(Object),java.lang.String.equals(Object),0,2.1256495040151155,-5.166051660516605,3.2354405176704826,1.103965160571711e-06,,82.52044538316134,3
84,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,-20.0,-25.0,5.128205128205128,2.1289171235141674e-08,,82.52044538316134,3
84,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,-67.94871794871796,-73.25581395348837,-61.29032258064516,1.2776375039128904e-08,,82.52044538316134,3
84,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","jdk.internal.util.ArraysSupport.unsignedHashCode(int,",0,8.823529411764707,-32.38095238095238,12.121212121212121,3.93849667850121e-08,,82.52044538316134,3
85,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp","jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,-0.2355604100593507,-0.36441614481923906,-0.10139717404759083,4.0357374654848425e-05,,82.52044538316134,3
85,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp","jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,0.15363046416548434,0.05597326649958229,8.27003021854183,6.375052815149089e-05,,82.52044538316134,3
85,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp","jdk.internal.util.ArraysSupport.unsignedHashCode(int,-Re-Comp",0,0.3710686950607399,0.1616133829635424,0.7010071049182589,6.206230645048858e-05,,82.52044538316134,3
87,0,"java.lang.StringCoding.countPositives(byte[],","java.lang.StringCoding.countPositives(byte[],",0,69.04761904761905,-13.88888888888889,187.5,7.557655788475294e-08,,82.52044538316134,3
88,0,"java.lang.StringCoding.countPositives(byte[],-Re-Comp","java.lang.StringCoding.countPositives(byte[],-Re-Comp",0,-6.013824884792627,-10.1010101010101,2.4294478527607364,2.2215250183870336e-06,,82.52044538316134,3
138,0,"java.lang.StringLatin1.equals(byte[],","java.lang.StringLatin1.equals(byte[],",0,-1.2903866196833589,-3.432705379685376,-0.6779490784914377,1.0585508167393318e-05,,82.52044538316134,3
140,1,java.util.Properties$LineReader.readLine(),java.util.Properties$LineReader.readLine(),1,16.856737784847333,15.928995038807697,18.401735418634757,9.006418182210929e-05,,82.52044538316134,3
140,2,java.util.Properties$LineReader.readLine(),java.util.Properties$LineReader.readLine(),0,0.5493033226152197,-6.530560486938879,1.2227538543328018,3.995278944527601e-06,,82.52044538316134,3
