benchmark,nested_mode,comp_id,loop_id,comp_name,encoding,n_runs,median_loop_cycles
LoopBenchmarks,Nested,159,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,8447436
LoopBenchmarks,Nested,159,1,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,673154
LoopBenchmarks,Nested,159,2,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,8355568
LoopBenchmarks,Nested,160,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0:-1,2,6841296
LoopBenchmarks,Nested,161,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,77
LoopBenchmarks,Nested,162,0,"LoopBenchmarks.histogramLoop(int[],",0:-1,2,456374
LoopBenchmarks,Nested,163,0,"LoopBenchmarks.histogramLoop(int[],-Re-Comp","0:-1,1:-1",2,189562
LoopBenchmarks,Nested,163,1,"LoopBenchmarks.histogramLoop(int[],-Re-Comp","0:-1,1:-1",2,8724476895
LoopBenchmarks,Nested,164,0,"LoopBenchmarks.histogramLoop(int[],-Re-Comp",0:-1,2,28029893
LoopBenchmarks,Nested,165,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,75
LoopBenchmarks,Nested,166,0,LoopBenchmarks.crc32Loop(byte[]),"1:-1,0:-1",2,23400014
LoopBenchmarks,Nested,166,1,LoopBenchmarks.crc32Loop(byte[]),"1:-1,0:-1",2,98
LoopBenchmarks,Nested,167,0,LoopBenchmarks.crc32Loop(byte[])-Re-Comp,0:-1,2,31472901814
LoopBenchmarks,Nested,168,0,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,97
LoopBenchmarks,Nested,168,1,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,18614
LoopBenchmarks,Nested,168,2,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,312
LoopBenchmarks,Nested,169,0,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,872250
LoopBenchmarks,Nested,169,1,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,191753368
LoopBenchmarks,Nested,169,2,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,759602
LoopBenchmarks,Nested,170,0,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,9781423137
LoopBenchmarks,Nested,170,1,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,129
LoopBenchmarks,Nested,170,2,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,9732052626
LoopBenchmarks,Nested,170,3,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,14860
LoopBenchmarks,Nested,170,4,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,84
LoopBenchmarks,Nested,172,0,"LoopBenchmarks.editDistanceLoop(char[],","2:-1,0:-1,1:0",2,11409
LoopBenchmarks,Nested,172,1,"LoopBenchmarks.editDistanceLoop(char[],","2:-1,0:-1,1:0",2,8592
LoopBenchmarks,Nested,172,2,"LoopBenchmarks.editDistanceLoop(char[],","2:-1,0:-1,1:0",2,721
LoopBenchmarks,Nested,173,0,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,145424602
LoopBenchmarks,Nested,173,1,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,32933218981
LoopBenchmarks,Nested,173,2,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,25731975665
LoopBenchmarks,Nested,173,3,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,182717099
LoopBenchmarks,Nested,173,4,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,186154510
LoopBenchmarks,Nested,173,5,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,201489654
LoopBenchmarks,Nested,173,6,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,190466560
LoopBenchmarks,Nested,174,0,LoopBenchmarks.main(String[])-Re-Comp,0:-1,2,34847652454
LoopBenchmarks,Nested,175,0,"LoopBenchmarks.monteCarloPiLoop(long,",0:-1,2,163434927
LoopBenchmarks,Nested,176,0,"LoopBenchmarks.monteCarloPiLoop(long,-Re-Comp",0:-1,2,15750853535
LoopBenchmarks,Nested,177,0,LoopBenchmarks.bubbleSortLoop(int[]),"2:-1,0:-1,1:0",2,36933865
LoopBenchmarks,Nested,177,1,LoopBenchmarks.bubbleSortLoop(int[]),"2:-1,0:-1,1:0",2,36635868
LoopBenchmarks,Nested,177,2,LoopBenchmarks.bubbleSortLoop(int[]),"2:-1,0:-1,1:0",2,7486
LoopBenchmarks,Nested,178,0,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,"0:-1,1:0",2,17698876583
LoopBenchmarks,Nested,178,1,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,"0:-1,1:0",2,17580434329
LoopBenchmarks,Nested,179,0,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,17610061469
LoopBenchmarks,Nested,179,1,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,3078437
LoopBenchmarks,Nested,179,2,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,77
LoopBenchmarks,Nested,179,3,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,46187978
LoopBenchmarks,Nested,179,4,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,45880490
LoopBenchmarks,Nested,179,5,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,3504
LoopBenchmarks,Nested,179,6,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,136
LoopBenchmarks,Nested,180,0,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,3054410
LoopBenchmarks,Nested,180,1,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,2994534
LoopBenchmarks,Nested,180,2,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,77
LoopBenchmarks,Nested,180,3,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,278
LoopBenchmarks,Nested,180,4,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,128
LoopBenchmarks,Nested,181,0,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,12820711
LoopBenchmarks,Nested,181,1,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,12759550
LoopBenchmarks,Nested,181,2,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,102
LoopBenchmarks,Nested,181,3,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,50
LoopBenchmarks,Nested,181,4,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,2099
LoopBenchmarks,Nested,181,5,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,117
LoopBenchmarks,Nested,182,0,"LoopBenchmarks.blurLoop(int[][],-Re-Comp","0:-1,1:0,2:0,3:0",2,5278170362
LoopBenchmarks,Nested,182,1,"LoopBenchmarks.blurLoop(int[][],-Re-Comp","0:-1,1:0,2:0,3:0",2,58477109
LoopBenchmarks,Nested,182,2,"LoopBenchmarks.blurLoop(int[][],-Re-Comp","0:-1,1:0,2:0,3:0",2,4964463871
LoopBenchmarks,Nested,182,3,"LoopBenchmarks.blurLoop(int[][],-Re-Comp","0:-1,1:0,2:0,3:0",2,60388027
LoopBenchmarks,Nested,186,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,92
LoopBenchmarks,Nested,187,0,"LoopBenchmarks.base64EncodeLoop(byte[],",0:-1,2,1262128
LoopBenchmarks,Nested,188,0,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,484902
LoopBenchmarks,Nested,188,1,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,7536020707
LoopBenchmarks,Nested,188,2,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,573258
LoopBenchmarks,Nested,188,3,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,434719
LoopBenchmarks,Nested,189,0,LoopBenchmarks.main(String[])-Re-Comp,0:-1,2,2091676
LoopBenchmarks,Nested,190,0,"LoopBenchmarks.raySphereLoop(double[],",0:-1,2,1481215
LoopBenchmarks,Nested,191,0,"LoopBenchmarks.raySphereLoop(double[],-Re-Comp",0:-1,2,7724439447
LoopBenchmarks,NoNested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,362594
LoopBenchmarks,NoNested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,10987
LoopBenchmarks,NoNested,57,0,java.lang.String.equals(Object),0:-1,2,9361
LoopBenchmarks,NoNested,73,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,23262
LoopBenchmarks,NoNested,73,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16678
LoopBenchmarks,NoNested,75,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,21678
LoopBenchmarks,NoNested,75,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16390
LoopBenchmarks,NoNested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,403
LoopBenchmarks,NoNested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,377169
LoopBenchmarks,NoNested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,113555
LoopBenchmarks,NoNested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,159288
LoopBenchmarks,NoNested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,189104
LoopBenchmarks,NoNested,122,0,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",2,108
LoopBenchmarks,NoNested,122,1,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",2,9644
LoopBenchmarks,NoNested,122,2,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",2,142
LoopBenchmarks,NoNested,123,0,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",2,1326150
LoopBenchmarks,NoNested,123,1,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",2,207161313
LoopBenchmarks,NoNested,123,2,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",2,1759571
LoopBenchmarks,NoNested,124,0,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",2,14287030496
LoopBenchmarks,NoNested,124,1,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",2,93
LoopBenchmarks,NoNested,124,3,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",2,10123
LoopBenchmarks,NoNested,124,4,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",2,145
LoopBenchmarks,NoNested,127,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,21187
LoopBenchmarks,NoNested,137,0,"java.util.regex.Pattern$BmpCharPropertyGreedy.match(Matcher,",0:-1,2,9409
LoopBenchmarks,NoNested,142,0,"LoopBenchmarks.mandelbrotLoop(double,",0:-1,2,2760297
LoopBenchmarks,NoNested,143,0,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,1428736
LoopBenchmarks,NoNested,143,2,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,12507
LoopBenchmarks,NoNested,143,3,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,128
LoopBenchmarks,NoNested,145,0,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,91387609
LoopBenchmarks,NoNested,145,2,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,9134
LoopBenchmarks,NoNested,145,3,LoopBenchmarks.main(String[])-Re-Comp,"3:-1,2:-1,4:2,0:-1,1:0,5:1",2,124
LoopBenchmarks,NoNested,146,0,LoopBenchmarks.main(String[])-Re-Comp,"6:-1,5:-1,7:5,3:-1,4:3,8:4,0:-1,1:0,2:1,9:2",2,6736567914
LoopBenchmarks,NoNested,146,3,LoopBenchmarks.main(String[])-Re-Comp,"6:-1,5:-1,7:5,3:-1,4:3,8:4,0:-1,1:0,2:1,9:2",2,90446696
LoopBenchmarks,NoNested,146,5,LoopBenchmarks.main(String[])-Re-Comp,"6:-1,5:-1,7:5,3:-1,4:3,8:4,0:-1,1:0,2:1,9:2",2,30978
LoopBenchmarks,NoNested,146,6,LoopBenchmarks.main(String[])-Re-Comp,"6:-1,5:-1,7:5,3:-1,4:3,8:4,0:-1,1:0,2:1,9:2",2,269
LoopBenchmarks,NoNested,148,0,LoopBenchmarks.main(String[])-Re-Comp,0:-1,2,5129677
LoopBenchmarks,NoNested,149,0,LoopBenchmarks.parseJsonLoop(char[]),0:-1,2,2404106
LoopBenchmarks,NoNested,150,0,LoopBenchmarks.parseJsonLoop(char[])-Re-Comp,0:-1,2,12986665384
LoopBenchmarks,NoNested,151,0,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,29483
LoopBenchmarks,NoNested,151,2,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,76
LoopBenchmarks,NoNested,151,3,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,118
LoopBenchmarks,NoNested,151,4,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,122
LoopBenchmarks,NoNested,152,0,"LoopBenchmarks.matrixMultiplyLoop(double[][],","5:-1,3:-1,4:3,0:-1,1:0,2:1",2,7331967
LoopBenchmarks,NoNested,152,3,"LoopBenchmarks.matrixMultiplyLoop(double[][],","5:-1,3:-1,4:3,0:-1,1:0,2:1",2,87184
LoopBenchmarks,NoNested,152,5,"LoopBenchmarks.matrixMultiplyLoop(double[][],","5:-1,3:-1,4:3,0:-1,1:0,2:1",2,1923
LoopBenchmarks,NoNested,153,0,"LoopBenchmarks.matrixMultiplyLoop(double[][],-Re-Comp","0:-1,1:0,2:1",2,9911971576
LoopBenchmarks,NoNested,155,0,"LoopBenchmarks.sieveLoop(boolean[],","0:-1,1:-1,2:-1",2,102
LoopBenchmarks,NoNested,156,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","0:-1,4:-1,5:-1,1:-1,2:1,3:-1",2,28091
LoopBenchmarks,NoNested,156,1,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","0:-1,4:-1,5:-1,1:-1,2:1,3:-1",2,6152383562
LoopBenchmarks,NoNested,156,3,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","0:-1,4:-1,5:-1,1:-1,2:1,3:-1",2,3683132629
LoopBenchmarks,NoNested,156,4,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","0:-1,4:-1,5:-1,1:-1,2:1,3:-1",2,986162457
LoopBenchmarks,NoNested,156,5,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","0:-1,4:-1,5:-1,1:-1,2:1,3:-1",2,39475
LoopBenchmarks,NoNested,157,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0:-1,2,2045309
LoopBenchmarks,NoNested,158,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,100
LoopBenchmarks,NoNested,158,1,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,1193088
LoopBenchmarks,NoNested,159,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,8699970
LoopBenchmarks,NoNested,159,1,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp","1:-1,0:-1,2:0",2,681238
LoopBenchmarks,NoNested,160,0,"LoopBenchmarks.sieveLoop(boolean[],-Re-Comp",0:-1,2,6831568
LoopBenchmarks,NoNested,161,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,78
LoopBenchmarks,NoNested,162,0,"LoopBenchmarks.histogramLoop(int[],",0:-1,2,776578
LoopBenchmarks,NoNested,163,0,"LoopBenchmarks.histogramLoop(int[],-Re-Comp","0:-1,1:-1",2,190217
LoopBenchmarks,NoNested,163,1,"LoopBenchmarks.histogramLoop(int[],-Re-Comp","0:-1,1:-1",2,8816706781
LoopBenchmarks,NoNested,164,0,"LoopBenchmarks.histogramLoop(int[],-Re-Comp",0:-1,2,35303440
LoopBenchmarks,NoNested,165,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,75
LoopBenchmarks,NoNested,166,0,LoopBenchmarks.crc32Loop(byte[]),"1:-1,0:-1",2,26908232
LoopBenchmarks,NoNested,166,1,LoopBenchmarks.crc32Loop(byte[]),"1:-1,0:-1",2,123
LoopBenchmarks,NoNested,167,0,LoopBenchmarks.crc32Loop(byte[])-Re-Comp,0:-1,2,31505647843
LoopBenchmarks,NoNested,168,0,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,70
LoopBenchmarks,NoNested,168,1,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,14254
LoopBenchmarks,NoNested,168,2,"LoopBenchmarks.polynomialLoop(double[],","0:-1,1:-1,2:-1",2,223
LoopBenchmarks,NoNested,169,0,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,771380
LoopBenchmarks,NoNested,169,1,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,169005528
LoopBenchmarks,NoNested,169,2,"LoopBenchmarks.polynomialLoop(double[],-Re-Comp","0:-1,1:-1,2:-1",2,669439
LoopBenchmarks,NoNested,170,0,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,9556675382
LoopBenchmarks,NoNested,170,1,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,136
LoopBenchmarks,NoNested,170,3,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,15913
LoopBenchmarks,NoNested,170,4,LoopBenchmarks.main(String[])-Re-Comp,"1:-1,3:-1,4:-1,0:-1,2:0",2,85
LoopBenchmarks,NoNested,172,0,"LoopBenchmarks.editDistanceLoop(char[],","2:-1,0:-1,1:0",2,8170
LoopBenchmarks,NoNested,172,2,"LoopBenchmarks.editDistanceLoop(char[],","2:-1,0:-1,1:0",2,530
LoopBenchmarks,NoNested,173,0,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,139913970
LoopBenchmarks,NoNested,173,1,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,20539181171
LoopBenchmarks,NoNested,173,3,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,181019858
LoopBenchmarks,NoNested,173,4,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,186115005
LoopBenchmarks,NoNested,173,5,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,191086432
LoopBenchmarks,NoNested,173,6,"LoopBenchmarks.editDistanceLoop(char[],-Re-Comp","5:-1,6:-1,0:-1,3:-1,4:-1,1:-1,2:1",2,188330979
LoopBenchmarks,NoNested,174,0,LoopBenchmarks.main(String[])-Re-Comp,0:-1,2,22503628147
LoopBenchmarks,NoNested,175,0,"LoopBenchmarks.monteCarloPiLoop(long,",0:-1,2,172224117
LoopBenchmarks,NoNested,176,0,"LoopBenchmarks.monteCarloPiLoop(long,-Re-Comp",0:-1,2,15753195115
LoopBenchmarks,NoNested,177,0,LoopBenchmarks.bubbleSortLoop(int[]),"2:-1,0:-1,1:0",2,42547880
LoopBenchmarks,NoNested,177,2,LoopBenchmarks.bubbleSortLoop(int[]),"2:-1,0:-1,1:0",2,7378
LoopBenchmarks,NoNested,178,0,LoopBenchmarks.bubbleSortLoop(int[])-Re-Comp,"0:-1,1:0",2,17507063335
LoopBenchmarks,NoNested,179,0,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,17419593495
LoopBenchmarks,NoNested,179,2,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,74
LoopBenchmarks,NoNested,179,3,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,45350155
LoopBenchmarks,NoNested,179,5,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,2713
LoopBenchmarks,NoNested,179,6,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,5:-1,6:-1,3:-1,4:3,0:-1,1:0",2,154
LoopBenchmarks,NoNested,180,0,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,3186520
LoopBenchmarks,NoNested,180,2,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,75
LoopBenchmarks,NoNested,180,3,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,255
LoopBenchmarks,NoNested,180,4,LoopBenchmarks.main(String[])-Re-Comp,"2:-1,3:-1,4:-1,0:-1,1:0",2,152
LoopBenchmarks,NoNested,181,0,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,12391222
LoopBenchmarks,NoNested,181,2,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,104
LoopBenchmarks,NoNested,181,3,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,52
LoopBenchmarks,NoNested,181,4,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,2198
LoopBenchmarks,NoNested,181,5,"LoopBenchmarks.blurLoop(int[][],","3:-1,2:-1,4:-1,5:-1,0:-1,1:0",2,117
LoopBenchmarks,NoNested,182,0,"LoopBenchmarks.blurLoop(int[][],-Re-Comp","0:-1,1:0,2:0,3:0",2,4991088468
LoopBenchmarks,NoNested,186,0,LoopBenchmarks.main(String[])-Re-Comp,"0:-1,1:-1,2:-1",2,105
LoopBenchmarks,NoNested,187,0,"LoopBenchmarks.base64EncodeLoop(byte[],",0:-1,2,1364655
LoopBenchmarks,NoNested,188,0,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,538248
LoopBenchmarks,NoNested,188,1,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,7581909119
LoopBenchmarks,NoNested,188,2,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,658768
LoopBenchmarks,NoNested,188,3,"LoopBenchmarks.base64EncodeLoop(byte[],-Re-Comp","3:-1,0:-1,1:-1,2:-1",2,459054
LoopBenchmarks,NoNested,189,0,LoopBenchmarks.main(String[])-Re-Comp,0:-1,2,2242759
LoopBenchmarks,NoNested,190,0,"LoopBenchmarks.raySphereLoop(double[],",0:-1,2,1495794
LoopBenchmarks,NoNested,191,0,"LoopBenchmarks.raySphereLoop(double[],-Re-Comp",0:-1,2,7726808561
Mandelbrot,Nested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,381882
Mandelbrot,Nested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,10498
Mandelbrot,Nested,57,0,java.lang.String.equals(Object),0:-1,2,9213
Mandelbrot,Nested,70,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,27208
Mandelbrot,Nested,70,1,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,8206
Mandelbrot,Nested,70,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,16144
Mandelbrot,Nested,88,1,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,254911
Mandelbrot,Nested,88,2,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,16402
Mandelbrot,Nested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,575
Mandelbrot,Nested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,553557
Mandelbrot,Nested,89,1,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,500857
Mandelbrot,Nested,89,2,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,151093
Mandelbrot,Nested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,57539
Mandelbrot,Nested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,112835
Mandelbrot,Nested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,93539
