benchmark,nested_mode,comp_id,loop_id,comp_name,encoding,n_runs,median_loop_cycles
Mandelbrot,Nested,119,0,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,541305010
Mandelbrot,Nested,119,1,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,541247429
Mandelbrot,Nested,119,2,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,478384033
Mandelbrot,Nested,119,3,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,72540
Mandelbrot,Nested,119,4,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,52282
Mandelbrot,Nested,119,5,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,473
Mandelbrot,Nested,120,0,Mandelbrot.mandelbrot(int)-Re-Comp,"0:-1,1:0,2:1",2,272387290540
Mandelbrot,Nested,120,1,Mandelbrot.mandelbrot(int)-Re-Comp,"0:-1,1:0,2:1",2,272353501385
Mandelbrot,Nested,120,2,Mandelbrot.mandelbrot(int)-Re-Comp,"0:-1,1:0,2:1",2,241365626945
Mandelbrot,Nested,130,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,4806
Mandelbrot,Nested,142,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,8513
Mandelbrot,Nested,142,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,14566
Mandelbrot,Nested,142,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,9868
Mandelbrot,Nested,143,0,"java.lang.StringCoding.implEncodeAsciiArray(char[],",0:-1,2,187
Mandelbrot,Nested,144,0,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",0:-1,2,14179
Mandelbrot,NoNested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,384806
Mandelbrot,NoNested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,11683
Mandelbrot,NoNested,57,0,java.lang.String.equals(Object),0:-1,2,10056
Mandelbrot,NoNested,69,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,18896
Mandelbrot,NoNested,69,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16446
Mandelbrot,NoNested,74,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,19566
Mandelbrot,NoNested,74,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,15868
Mandelbrot,NoNested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,517
Mandelbrot,NoNested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,382286
Mandelbrot,NoNested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,55929
Mandelbrot,NoNested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,110152
Mandelbrot,NoNested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,91676
Mandelbrot,NoNested,119,0,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,428176870
Mandelbrot,NoNested,119,3,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,47166
Mandelbrot,NoNested,119,5,Mandelbrot.mandelbrot(int),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,544
Mandelbrot,NoNested,120,0,Mandelbrot.mandelbrot(int)-Re-Comp,"0:-1,1:0,2:1",2,211669856602
Mandelbrot,NoNested,130,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,4386
Mandelbrot,NoNested,142,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,8669
Mandelbrot,NoNested,142,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,13446
Mandelbrot,NoNested,142,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,8857
Mandelbrot,NoNested,143,0,"java.lang.StringCoding.implEncodeAsciiArray(char[],",0:-1,2,234
Mandelbrot,NoNested,144,0,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",0:-1,2,15329
NBody,Nested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,370976
NBody,Nested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,11627
NBody,Nested,57,0,java.lang.String.equals(Object),0:-1,2,9485
NBody,Nested,69,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,36954
NBody,Nested,69,1,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,11178
NBody,Nested,69,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16356
NBody,Nested,73,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,33302
NBody,Nested,73,1,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,12368
NBody,Nested,73,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16146
NBody,Nested,88,1,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,257371
NBody,Nested,88,2,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,16671
NBody,Nested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,491
NBody,Nested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,548944
NBody,Nested,89,1,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,493324
NBody,Nested,89,2,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,142915
NBody,Nested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,60276
NBody,Nested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,119960
NBody,Nested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,100791
NBody,Nested,120,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,5589
NBody,Nested,134,0,nbody.NBodySystem.advance(double),"0:-1,1:0,2:-1",2,21262360
NBody,Nested,134,1,nbody.NBodySystem.advance(double),"0:-1,1:0,2:-1",2,13365386
NBody,Nested,134,2,nbody.NBodySystem.advance(double),"0:-1,1:0,2:-1",2,1822904
NBody,Nested,135,0,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,1552059301
NBody,Nested,135,1,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,2246
NBody,Nested,135,2,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,1176
NBody,Nested,135,3,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,195
NBody,Nested,135,4,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,1282449202
NBody,Nested,135,5,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,828242150
NBody,Nested,135,6,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,108564273
NBody,Nested,136,0,NBody.innerBenchmarkLoop(int)-Re-Comp,0:-1,2,179027277749
NBody,Nested,157,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,10152
NBody,Nested,157,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,16483
NBody,Nested,157,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,11355
NBody,NoNested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,355078
NBody,NoNested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,10701
NBody,NoNested,57,0,java.lang.String.equals(Object),0:-1,2,8939
NBody,NoNested,69,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,26424
NBody,NoNested,69,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16794
NBody,NoNested,74,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,20642
NBody,NoNested,74,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,15480
NBody,NoNested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,460
NBody,NoNested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,387446
NBody,NoNested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,56480
NBody,NoNested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,111153
NBody,NoNested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,92187
NBody,NoNested,120,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,5491
NBody,NoNested,134,0,nbody.NBodySystem.advance(double),"0:-1,1:0,2:-1",2,7565957
NBody,NoNested,134,2,nbody.NBodySystem.advance(double),"0:-1,1:0,2:-1",2,1824096
NBody,NoNested,135,0,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,387777868
NBody,NoNested,135,1,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,889
NBody,NoNested,135,3,NBody.innerBenchmarkLoop(int),"1:-1,2:1,3:-1,0:-1,4:0,5:4,6:0",2,143
NBody,NoNested,136,0,NBody.innerBenchmarkLoop(int)-Re-Comp,0:-1,2,179004395035
NBody,NoNested,157,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,10440
NBody,NoNested,157,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,16047
NBody,NoNested,157,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,12350
Sieve,Nested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,373968
Sieve,Nested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,11157
Sieve,Nested,57,0,java.lang.String.equals(Object),0:-1,2,9330
Sieve,Nested,70,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,32544
Sieve,Nested,70,1,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,9718
Sieve,Nested,70,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,16194
Sieve,Nested,75,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,29966
Sieve,Nested,75,1,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,9134
Sieve,Nested,75,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,15698
Sieve,Nested,88,1,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,248790
Sieve,Nested,88,2,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,16547
Sieve,Nested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,602
Sieve,Nested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,551059
Sieve,Nested,89,1,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,495865
Sieve,Nested,89,2,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,142834
Sieve,Nested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,54333
Sieve,Nested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,103963
Sieve,Nested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,87147
Sieve,Nested,119,0,"Sieve.sieve(boolean[],","1:-1,0:-1,2:0",2,89988
Sieve,Nested,119,1,"Sieve.sieve(boolean[],","1:-1,0:-1,2:0",2,1868
Sieve,Nested,119,2,"Sieve.sieve(boolean[],","1:-1,0:-1,2:0",2,32429
Sieve,Nested,120,0,"Sieve.sieve(boolean[],-Re-Comp","0:-1,1:0",2,602696631
Sieve,Nested,120,1,"Sieve.sieve(boolean[],-Re-Comp","0:-1,1:0",2,284301755
Sieve,Nested,121,0,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,70
Sieve,Nested,121,1,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,4960
Sieve,Nested,121,2,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,115
Sieve,Nested,122,0,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,349306
Sieve,Nested,122,1,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,34879356
Sieve,Nested,122,2,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,400205
Sieve,Nested,125,0,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,702904
Sieve,Nested,125,1,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,1353514501
Sieve,Nested,125,2,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,721094501
Sieve,Nested,125,3,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,69783802
Sieve,Nested,125,4,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,818823
Sieve,Nested,136,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,2939
Sieve,Nested,140,0,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,1018884211
Sieve,Nested,140,1,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,72
Sieve,Nested,140,2,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,109288
Sieve,Nested,140,3,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,53803
Sieve,Nested,140,4,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,485715
Sieve,Nested,140,5,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,952994817
Sieve,Nested,140,6,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,504678883
Sieve,Nested,140,7,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,5111
Sieve,Nested,140,8,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,120
Sieve,Nested,140,9,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,48661319
Sieve,Nested,140,10,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,548729
Sieve,Nested,141,0,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,534936146414
Sieve,Nested,141,1,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,253297711
Sieve,Nested,141,2,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,502992956194
Sieve,Nested,141,3,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,264386669187
Sieve,Nested,141,4,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,25374652412
Sieve,Nested,141,5,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,290495758
Sieve,Nested,150,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,12071
Sieve,Nested,150,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,20289
Sieve,Nested,150,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,14369
Sieve,NoNested,52,0,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,2,368781
Sieve,NoNested,56,0,"java.util.HashMap.putVal(int,",0:-1,2,11339
Sieve,NoNested,57,0,java.lang.String.equals(Object),0:-1,2,9034
Sieve,NoNested,70,0,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,23325
Sieve,NoNested,70,2,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,16498
Sieve,NoNested,88,5,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,550
Sieve,NoNested,89,0,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,378549
Sieve,NoNested,92,0,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,53840
Sieve,NoNested,92,1,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,104845
Sieve,NoNested,92,2,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,87949
Sieve,NoNested,119,0,"Sieve.sieve(boolean[],","1:-1,0:-1,2:0",2,52859
Sieve,NoNested,119,1,"Sieve.sieve(boolean[],","1:-1,0:-1,2:0",2,1993
Sieve,NoNested,120,0,"Sieve.sieve(boolean[],-Re-Comp","0:-1,1:0",2,354003121
Sieve,NoNested,121,0,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,71
Sieve,NoNested,121,1,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,4990
Sieve,NoNested,121,2,"java.util.Arrays.fill(boolean[],","0:-1,1:-1,2:-1",2,130
Sieve,NoNested,122,0,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,345768
Sieve,NoNested,122,1,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,34883789
Sieve,NoNested,122,2,"java.util.Arrays.fill(boolean[],-Re-Comp","0:-1,1:-1,2:-1",2,396023
Sieve,NoNested,125,0,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,697976
Sieve,NoNested,125,1,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,752487833
Sieve,NoNested,125,3,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,69741902
Sieve,NoNested,125,4,Sieve.benchmark(),"0:-1,3:-1,4:-1,1:-1,2:1",2,1155822
Sieve,NoNested,136,0,"java.lang.StringLatin1.equals(byte[],",0:-1,2,3147
Sieve,NoNested,140,0,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,555665934
Sieve,NoNested,140,1,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,73
Sieve,NoNested,140,2,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,67509
Sieve,NoNested,140,7,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,5105
Sieve,NoNested,140,8,Benchmark.innerBenchmarkLoop(int),"1:-1,7:-1,8:-1,2:-1,3:2,0:-1,4:0,9:0,10:0,5:0,6:5",2,122
Sieve,NoNested,141,0,Benchmark.innerBenchmarkLoop(int)-Re-Comp,"0:-1,1:0,4:0,5:0,2:0,3:2",2,298789107374
Sieve,NoNested,150,0,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,12416
Sieve,NoNested,150,1,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,22626
Sieve,NoNested,150,2,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,14629
