run_dir,nested_mode,benchmark,log_path,total_cycles,comp_id,comp_name,encoding,loop_id,loop_cycles
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",1,514270
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,143050
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",0,55914
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",1,107574
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,91496
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,120,"java.lang.StringLatin1.equals(byte[],",0:-1,0,4348
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,125,Bounce.benchmark(),"2:-1,0:-1,1:0",0,88334
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,125,Bounce.benchmark(),"2:-1,0:-1,1:0",1,84738
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,125,Bounce.benchmark(),"2:-1,0:-1,1:0",2,676
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,126,Bounce.benchmark()-Re-Comp,"3:-1,2:-1,0:-1,1:0",0,210430073946
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,126,Bounce.benchmark()-Re-Comp,"3:-1,2:-1,0:-1,1:0",1,193226846610
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,126,Bounce.benchmark()-Re-Comp,"3:-1,2:-1,0:-1,1:0",2,12583379870
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,126,Bounce.benchmark()-Re-Comp,"3:-1,2:-1,0:-1,1:0",3,587992840
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,143,Benchmark.innerBenchmarkLoop(int),0:-1,0,431054044
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,144,Benchmark.innerBenchmarkLoop(int)-Re-Comp,0:-1,0,223416789172
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,152,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",0,13476
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,152,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",1,21474
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,152,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,17328
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,161,"java.lang.StringCoding.implEncodeAsciiArray(char[],",0:-1,0,190
bubo_runs20_BuboNested,Nested,Bounce,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Bounce_BuboOn.log,225447469756,162,"java.lang.StringCoding.implEncodeAsciiArray(char[],-Re-Comp",0:-1,0,770
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,0,376128
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,56,"java.util.HashMap.putVal(int,",0:-1,0,11544
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,57,java.lang.String.equals(Object),0:-1,0,9436
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",0,26280
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,7848
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,17136
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",1,322594
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,16600
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",5,496
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",1,4250
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,2246
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,90,java.util.Properties$LineReader.readLine()-Re-Comp,"5:-1,3:-1,4:3,0:-1,1:0,2:1",0,49104
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,90,java.util.Properties$LineReader.readLine()-Re-Comp,"5:-1,3:-1,4:3,0:-1,1:0,2:1",1,37236
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,90,java.util.Properties$LineReader.readLine()-Re-Comp,"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,21700
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,90,java.util.Properties$LineReader.readLine()-Re-Comp,"5:-1,3:-1,4:3,0:-1,1:0,2:1",5,138
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,91,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",0,378174
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,91,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",1,449232
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,91,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,66510
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,94,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",0,59114
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,94,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",1,107932
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,94,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,96852
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,122,"java.lang.StringLatin1.equals(byte[],",0:-1,0,260848
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,127,java.lang.String.equals(Object)-Re-Comp,0:-1,0,7292404
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,142,"json.JsonPureStringParser.subStringFromTo(int,","1:-1,0:-1",0,280690
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,142,"json.JsonPureStringParser.subStringFromTo(int,","1:-1,0:-1",1,235574
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,143,json.JsonPureStringParser.readStringInternal(),"0:-1,3:-1,2:-1,1:-1",0,27834718690
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,143,json.JsonPureStringParser.readStringInternal(),"0:-1,3:-1,2:-1,1:-1",1,6692685230
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,143,json.JsonPureStringParser.readStringInternal(),"0:-1,3:-1,2:-1,1:-1",3,5486216926
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,154,json.JsonPureStringParser.readArray(),"3:-1,2:-1,0:-1,1:-1",0,377548082118
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,154,json.JsonPureStringParser.readArray(),"3:-1,2:-1,0:-1,1:-1",1,46541676
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,154,json.JsonPureStringParser.readArray(),"3:-1,2:-1,0:-1,1:-1",2,2179871840
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,154,json.JsonPureStringParser.readArray(),"3:-1,2:-1,0:-1,1:-1",3,4350294
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,156,json.JsonPureStringParser.endCapture(),"1:-1,0:-1",0,1981390270
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,156,json.JsonPureStringParser.endCapture(),"1:-1,0:-1",1,1930350316
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,157,json.JsonPureStringParser.readNumber(),0:-1,0,6784337854
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,165,som.Vector.<init>(),0:-1,0,244784
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",0,259380285806
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",1,543042344
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",2,65877260
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",3,67393126
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",4,539634518
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,167,json.JsonPureStringParser.readObject(),"1:-1,4:-1,5:-1,0:-1,2:-1,3:-1",5,540031544
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,192,"java.util.Arrays.copyOf(Object[],",0:-1,0,16712198
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,205,Benchmark.innerBenchmarkLoop(int),0:-1,0,54642204
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,206,Benchmark.innerBenchmarkLoop(int)-Re-Comp,0:-1,0,89314488388
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,207,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",0,10032
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,207,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",1,14732
bubo_runs20_BuboNested,Nested,Json,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/Json_BuboOn.log,155288818668,207,"java.lang.StringLatin1.inflate(byte[],","0:-1,1:-1,2:-1",2,14424
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0:-1,0,372208
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,56,"java.util.HashMap.putVal(int,",0:-1,0,11368
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,57,java.lang.String.equals(Object),0:-1,0,9194
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",0,37852
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",1,10662
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,69,java.util.HashMap.resize(),"2:-1,0:-1,1:0",2,16690
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",1,246170
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",2,16370
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,88,java.util.Properties$LineReader.readLine(),"5:-1,3:-1,4:3,0:-1,1:0,2:1",5,500
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",0,551234
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",1,493786
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,89,java.util.Properties$LineReader.readLine()-Re-Comp,"0:-1,1:0,2:1",2,142850
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",0,117700
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",1,157902
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,92,"jdk.internal.util.ArraysSupport.unsignedHashCode(int,","0:-1,1:-1,2:-1",2,172352
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,122,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",0,112
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,122,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",1,9662
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,122,LoopBenchmarks.fibonacciLoop(int),"0:-1,1:-1,2:-1",2,144
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,123,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",0,1329754
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,123,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",1,207231170
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,123,LoopBenchmarks.fibonacciLoop(int)-Re-Comp,"0:-1,1:-1,2:-1",2,1770490
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,124,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",0,14832756500
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,124,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",1,98
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,124,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",2,80998294
bubo_runs20_BuboNested,Nested,LoopBenchmarks,/home/hb478/repos/BuboExperiments/BuboLoopObserverEffect/bubo_runs20_BuboNested/logs/LoopBenchmarks_BuboOn.log,223362522438,124,LoopBenchmarks.main(String[]),"1:-1,3:-1,4:-1,0:-1,2:0,5:0,6:0",3,10108
