comp_id,method,loop_id,vtune_block_id,graal_block_id,normal_time,slowdown_time,pct_increase_block,loop_total_normal_time,loop_total_slowdown_time,pct_increase_loop_total,block_share_of_loop_normal,block_share_of_loop_slowdown
186,json.JsonPureStringParser.readStringInternal,0,87,44,0.032,0.115,259.375,5.7940000000000005,11.703000000000001,101.98481187435277,0.005522954780807732,0.009826540203366657
186,json.JsonPureStringParser.readStringInternal,0,54,46,0.337,0.611,81.30563798219583,5.7940000000000005,11.703000000000001,101.98481187435277,0.05816361753538143,0.05220883534136546
186,json.JsonPureStringParser.readStringInternal,0,55,47,0.197,0.417,111.67512690355328,5.7940000000000005,11.703000000000001,101.98481187435277,0.0340006903693476,0.035631889259164315
186,json.JsonPureStringParser.readStringInternal,0,56,48,1.009,1.808,79.18731417244798,5.7940000000000005,11.703000000000001,101.98481187435277,0.17414566793234376,0.15449030163206015
186,json.JsonPureStringParser.readStringInternal,0,57,54,0.136,0.216,58.823529411764696,5.7940000000000005,11.703000000000001,101.98481187435277,0.02347255781843286,0.018456805947193025
186,json.JsonPureStringParser.readStringInternal,0,58,55,0.041,0.084,104.8780487804878,5.7940000000000005,11.703000000000001,101.98481187435277,0.007076285812909907,0.007177646757241732
186,json.JsonPureStringParser.readStringInternal,0,59,57,0.028,0.079,182.14285714285717,5.7940000000000005,11.703000000000001,101.98481187435277,0.004832585433206765,0.006750405878834486
186,json.JsonPureStringParser.readStringInternal,0,60,58,0.141,0.288,104.25531914893618,5.7940000000000005,11.703000000000001,101.98481187435277,0.024335519502934066,0.024609074596257365
186,json.JsonPureStringParser.readStringInternal,0,61,59,0.514,1.158,125.2918287937743,5.7940000000000005,11.703000000000001,101.98481187435277,0.0887124611667242,0.09894898743911816
186,json.JsonPureStringParser.readStringInternal,0,62,62,0.065,0.069,6.153846153846159,5.7940000000000005,11.703000000000001,101.98481187435277,0.011218501898515705,0.005895924122019995
186,json.JsonPureStringParser.readStringInternal,0,63,63,0.12,0.313,160.83333333333334,5.7940000000000005,11.703000000000001,101.98481187435277,0.020711080428028994,0.026745278988293597
186,json.JsonPureStringParser.readStringInternal,0,64,65,0.023,0.139,504.3478260869566,5.7940000000000005,11.703000000000001,101.98481187435277,0.003969623748705557,0.011877296419721439
186,json.JsonPureStringParser.readStringInternal,0,65,66,0.131,0.186,41.984732824427475,5.7940000000000005,11.703000000000001,101.98481187435277,0.022609596133931653,0.01589336067674955
186,json.JsonPureStringParser.readStringInternal,0,66,67,0.639,1.274,99.37402190923318,5.7940000000000005,11.703000000000001,101.98481187435277,0.11028650327925439,0.10886097581816627
186,json.JsonPureStringParser.readStringInternal,0,67,72,0.208,0.448,115.3846153846154,5.7940000000000005,11.703000000000001,101.98481187435277,0.03589920607525025,0.038280782705289236
186,json.JsonPureStringParser.readStringInternal,0,68,73,0.184,0.356,93.4782608695652,5.7940000000000005,11.703000000000001,101.98481187435277,0.031756989989644456,0.030419550542595913
186,json.JsonPureStringParser.readStringInternal,0,69,75,0.437,1.107,153.31807780320366,5.7940000000000005,11.703000000000001,101.98481187435277,0.07542285122540558,0.09459113047936425
186,json.JsonPureStringParser.readStringInternal,0,70,76,0.194,0.497,156.18556701030928,5.7940000000000005,11.703000000000001,101.98481187435277,0.03348291335864687,0.04246774331368025
186,json.JsonPureStringParser.readStringInternal,0,71,78,0.925,1.74,88.1081081081081,5.7940000000000005,11.703000000000001,101.98481187435277,0.1596479116327235,0.1486798256857216
186,json.JsonPureStringParser.readStringInternal,0,72,79,0.433,0.798,84.29561200923789,5.7940000000000005,11.703000000000001,101.98481187435277,0.07473248187780462,0.06818764419379646
186,json.JsonPureStringParser.readStringInternal,1,126,150,0.008,0.058,625.0,1.874,2.396,27.854855923159004,0.004268943436499467,0.024207011686143576
186,json.JsonPureStringParser.readStringInternal,1,123,151,0.159,0.35,120.12578616352198,1.874,2.396,27.854855923159004,0.08484525080042689,0.14607679465776294
186,json.JsonPureStringParser.readStringInternal,1,124,153,0.106,0.116,9.433962264150953,1.874,2.396,27.854855923159004,0.05656350053361792,0.04841402337228715
186,json.JsonPureStringParser.readStringInternal,1,125,156,0.257,0.51,98.44357976653696,1.874,2.396,27.854855923159004,0.13713980789754535,0.21285475792988315
186,json.JsonPureStringParser.readStringInternal,3,108,92,0.0,0.061,0.0,1.482,1.7400000000000002,17.408906882591108,0.0,0.03505747126436781
186,json.JsonPureStringParser.readStringInternal,3,107,93,0.155,0.31,100.0,1.482,1.7400000000000002,17.408906882591108,0.10458839406207827,0.17816091954022986
195,json.JsonPureStringParser.readArray,0,151,128,0.065,0.186,186.15384615384613,1.3970000000000002,2.7849999999999997,99.35576234788827,0.04652827487473156,0.06678635547576302
195,json.JsonPureStringParser.readArray,0,124,129,0.037,0.069,86.48648648648651,1.3970000000000002,2.7849999999999997,99.35576234788827,0.02648532569792412,0.024775583482944348
195,json.JsonPureStringParser.readArray,0,126,130,0.013,0.027,107.69230769230771,1.3970000000000002,2.7849999999999997,99.35576234788827,0.009305654974946311,0.00969479353680431
195,json.JsonPureStringParser.readArray,0,127,132,0.047,0.091,93.61702127659574,1.3970000000000002,2.7849999999999997,99.35576234788827,0.033643521832498205,0.03267504488330342
195,json.JsonPureStringParser.readArray,0,128,133,0.152,0.387,154.60526315789477,1.3970000000000002,2.7849999999999997,99.35576234788827,0.10880458124552611,0.13895870736086177
195,json.JsonPureStringParser.readArray,0,129,145,0.26,0.645,148.0769230769231,1.3970000000000002,2.7849999999999997,99.35576234788827,0.18611309949892624,0.2315978456014363
