comp_id,method,loop_id,num_blocks_matched,total_normal_time,total_slowdown_time,median_pct_slowdown
170,Mandelbrot.mandelbrot,0,2,0.017,0.019999999999999997,17.647058823529385
170,Mandelbrot.mandelbrot,1,9,8.787,13.4,52.49800842153179
170,Mandelbrot.mandelbrot,2,4,72.662,140.581,93.47251658363378
