benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Storage,81,0,547401,1216593,122.2489546054903,8.147910269332646,14931350,37.77960559311494
Storage,771,2,351908,513254,45.848915057344534,3.4374252830454046,14931350,37.77960559311494
Storage,771,4,354072,512890,44.85471881425247,3.4349874592719347,14931350,37.77960559311494
Storage,771,3,327227,433966,32.619252078832126,2.9064083287847384,14931350,37.77960559311494
Storage,771,1,316987,419099,32.213308432207,2.806839301201834,14931350,37.77960559311494
