benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Json,581,0,868329,1785331,105.60536386553945,20.15173872747473,8859439,105.91631785318398
Json,702,0,191960,421964,119.81871223171494,4.7628749405013115,8859439,105.91631785318398
Json,491,0,159875,382928,139.5171227521501,4.322260134078467,8859439,105.91631785318398
