benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
NBody,381,0,7055877,14131467,100.27938412191708,99.11517502708375,14257622,97.15486017907374
