benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
CD,271,0,1549175,3372317,117.68470314844998,22.66434981541582,14879390,85.22077447319634
CD,571,0,493608,1149668,132.91113596213998,7.726580189107215,14879390,85.22077447319634
CD,971,0,325816,558451,71.40072924595478,3.753184774375831,14879390,85.22077447319634
CD,91,0,440656,447232,1.4923205402853927,3.005714615988962,14879390,85.22077447319634
CD,702,0,167838,445903,165.6746386396406,2.996782798219551,14879390,85.22077447319634
CD,791,0,214018,423981,98.1052995542431,2.849451489610797,14879390,85.22077447319634
CD,102,0,218204,418851,91.95385969093141,2.8149742697785323,14879390,85.22077447319634
CD,702,1,187479,352112,87.81410184607343,2.3664410973836967,14879390,85.22077447319634
