benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Bounce,371,1,6710623,13394910,99.60754761517671,92.8485545680756,14426622,92.63962760073277
Bounce,371,2,420858,592712,40.834200609231615,4.108460040056501,14426622,92.63962760073277
