benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Richards,202,0,2386346,4818527,101.92071895693249,49.117760866498294,9810152,90.77536212694966
