CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboSharePercentBaseline,BuboExclusiveCyclesSlowdown,BuboSharePercentSlowdown,AsyncSamplesBaseline,AsyncSharePercentBaseline,AsyncSamplesSlowdown,AsyncSharePercentSlowdown,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
140,0,Permute.permute(int),3845075534788,100.0,4674338632938,100.0,781034,100.0,1487200,100.0,801602,979127,22.146277080147005
