benchmark,suite,mode,comp_id,loop_id,method,slow_run_share_pct,vtune_pct,async_pct,jfr_pct
Mandelbrot,AWFY,WithoutProbe,559,2,...,94.390244,,,122.1429813880675
Mandelbrot,AWFY,WithoutProbe,121,2,Mandelbrot.innerBenchmarkLoop,94.227921,105.90174744477414,113.6887596099223,
Mandelbrot,AWFY,WithoutProbe,121,1,Mandelbrot.innerBenchmarkLoop,5.502458,195.22712310730742,94.01338483793536,
Mandelbrot,AWFY,WithoutProbe,559,1,...,4.981523,,,78.3068783068783
