comp_id,method,loop_id,vtune_block_id,graal_block_id,normal_time,slowdown_time,pct_increase_block,loop_total_normal_time,loop_total_slowdown_time,pct_increase_loop_total,block_share_of_loop_normal,block_share_of_loop_slowdown
121,Mandelbrot.mandelbrot,0,74,2,0.002,0.004,100.0,0.003,0.008,166.66666666666669,0.6666666666666666,0.5
121,Mandelbrot.mandelbrot,0,89,20,0.001,0.004,300.0,0.003,0.008,166.66666666666669,0.3333333333333333,0.5
121,Mandelbrot.mandelbrot,1,75,3,0.053,0.135,154.71698113207552,1.1349999999999998,4.046,256.4757709251102,0.046696035242290754,0.03336628769154721
121,Mandelbrot.mandelbrot,1,76,4,0.592,2.954,398.9864864864865,1.1349999999999998,4.046,256.4757709251102,0.5215859030837006,0.7301038062283737
121,Mandelbrot.mandelbrot,1,77,6,0.062,0.194,212.90322580645164,1.1349999999999998,4.046,256.4757709251102,0.054625550660792964,0.04794859120118636
121,Mandelbrot.mandelbrot,1,78,7,0.094,0.151,60.63829787234042,1.1349999999999998,4.046,256.4757709251102,0.08281938325991191,0.03732081067721206
121,Mandelbrot.mandelbrot,1,83,15,0.223,0.44,97.30941704035874,1.1349999999999998,4.046,256.4757709251102,0.19647577092511018,0.10874938210578348
121,Mandelbrot.mandelbrot,1,87,16,0.035,0.043,22.857142857142836,1.1349999999999998,4.046,256.4757709251102,0.03083700440528635,0.010627780523974294
121,Mandelbrot.mandelbrot,1,84,17,0.038,0.06,57.89473684210527,1.1349999999999998,4.046,256.4757709251102,0.03348017621145375,0.014829461196243201
121,Mandelbrot.mandelbrot,1,88,18,0.003,0.0,-100.0,1.1349999999999998,4.046,256.4757709251102,0.0026431718061674016,0.0
121,Mandelbrot.mandelbrot,1,85,19,0.035,0.069,97.14285714285714,1.1349999999999998,4.046,256.4757709251102,0.03083700440528635,0.017053880375679682
121,Mandelbrot.mandelbrot,2,79,8,2.734,5.764,110.82662765179225,62.92,128.51,104.2434837889383,0.043452002542911636,0.04485254065831453
121,Mandelbrot.mandelbrot,2,80,9,0.014,2.777,19735.71428571429,62.92,128.51,104.2434837889383,0.0002225047679593134,0.021609213290794495
121,Mandelbrot.mandelbrot,2,81,10,60.018,119.697,99.43516944916524,62.92,128.51,104.2434837889383,0.9538779402415766,0.9314216792467513
121,Mandelbrot.mandelbrot,2,82,11,0.154,0.272,76.62337662337664,62.92,128.51,104.2434837889383,0.0024475524475524473,0.002116566804139756
