comp_id,method,loop_id,num_blocks_matched,total_normal_time,total_slowdown_time,median_pct_slowdown
174,Bounce.benchmark,0,3,9.047999999999998,8.931,-1.2931034482758523
174,Bounce.benchmark,1,12,57.055,116.44200000000002,104.0872841994567
174,Bounce.benchmark,2,3,3.043,5.906,94.08478475188956
174,Bounce.benchmark,3,1,0.16599999999999998,0.21600000000000003,30.120481927710873
