benchmark,comp_id,loop_id,label,baseline_cycles,slowdown_cycles,percent_increase,runtime_share_pct,is_core_95pct,total_baseline_cycles,total_slowdown_cycles,overall_slowdown_pct_noBubo,source
Json,198,0,C198L0,317795870086,0,-100.0,242.36776614964265,False,131121343046,233086886620,105.91631785318398,-at json.JsonPureStringParser.readArray() [bci: 27] | -at json.JsonPureStringParser.readChar(String) [bci: 11]
Json,211,0,C211L0,219098086830,0,-100.0,167.09567011766802,False,131121343046,233086886620,105.91631785318398,-at json.JsonPureStringParser.readObject() [bci: 27] | -at json.JsonPureStringParser.readChar(String) [bci: 11]
Json,248,0,C248L0,75295849798,0,-100.0,57.4245565587173,False,131121343046,233086886620,105.91631785318398,-at Benchmark.innerBenchmarkLoop(int) [bci: 2] | -at Benchmark.innerBenchmarkLoop(int) [bci: 26]
Json,187,0,C187L0,23619750794,0,-100.0,18.013658375748726,False,131121343046,233086886620,105.91631785318398,-at json.JsonPureStringParser.readStringInternal() [bci: 8] | -at json.JsonPureStringParser.readStringInternal() [bci: 54]
Json,201,0,C201L0,5667446118,0,-100.0,4.322291082704778,False,131121343046,233086886620,105.91631785318398,-at json.JsonPureStringParser.readNumber() [bci: 39] | -at json.JsonPureStringParser.readDigit() [bci: 7]
Json,186,0,C186L0,4307867004,0,-100.0,3.285404880644575,False,131121343046,233086886620,105.91631785318398,"-at json.JsonPureStringParser.subStringFromTo(int, int) [bci: 16] | -at json.JsonPureStringParser.subStringFromTo(int, int) [bci: 42]"
Json,186,1,C186L1,3523735196,0,-100.0,2.6873849170106525,False,131121343046,233086886620,105.91631785318398,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Json,198,2,C198L2,1636716764,0,-100.0,1.2482458812413224,False,131121343046,233086886620,105.91631785318398,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Json,211,4,C211L4,451069498,0,-100.0,0.34400921125537565,False,131121343046,233086886620,105.91631785318398,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Json,211,1,C211L1,361728126,0,-100.0,0.2758728042261575,False,131121343046,233086886620,105.91631785318398,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
