benchmark,comp_id,loop_id,label,baseline_cycles,slowdown_cycles,percent_increase,runtime_share_pct,is_core_95pct,total_baseline_cycles,total_slowdown_cycles,overall_slowdown_pct_noBubo,source
Storage,180,0,C180L0,618405441424,847994327604,37.12594857692819,148.23424867865393,False,417181216174,571850497676,37.77960559311494,"-at som.Arrays.setAll(Object[], IntFunction) [bci: 7] | -at som.Arrays.setAll(Object[], IntFunction) [bci: 29]"
Storage,198,0,C198L0,402931459890,551723192210,36.92730579057293,96.58427663290175,False,417181216174,571850497676,37.77960559311494,-at Benchmark.innerBenchmarkLoop(int) [bci: 2] | -at Benchmark.innerBenchmarkLoop(int) [bci: 26]
Storage,177,3,C177L3,35381242710,26227506334,-25.871720931421176,8.481024873191561,False,417181216174,571850497676,37.77960559311494,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Storage,177,1,C177L1,33590907586,36511087786,8.69336499028407,8.051874409414863,False,417181216174,571850497676,37.77960559311494,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Storage,177,4,C177L4,29174915294,40222294916,37.86602124007524,6.993343459124388,False,417181216174,571850497676,37.77960559311494,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Storage,177,2,C177L2,27976672120,36561140686,30.68438064820127,6.706119795271739,False,417181216174,571850497676,37.77960559311494,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Storage,177,0,C177L0,4107283956,3945914712,-3.928855314818657,0.9845323319367556,False,417181216174,571850497676,37.77960559311494,"-at jdk.graal.compiler.hotspot.replacements.HotSpotAllocationSnippets.allocateArray(KlassPointer, int, int, int, AllocationSnippets$FillContent, int, boolean, boolean, boolean, boolean, HotSpotAllocationSnippets$HotSpotAllocationProfilingData, boole"
Storage,197,0,C197L0,516373576,704737828,36.47829028338971,0.12377680393563749,False,417181216174,571850497676,37.77960559311494,-at Benchmark.innerBenchmarkLoop(int) [bci: 2] | -at Benchmark.innerBenchmarkLoop(int) [bci: 26]
Storage,143,1,C143L1,398672,382710,-4.003792591403459,9.556326712315826e-05,False,417181216174,571850497676,37.77960559311494,-at java.util.Properties$LineReader.readLine(Properties.java:538) [bci: 219] | -at java.util.Properties$LineReader.readLine(Properties.java:543) [bci: 259]
Storage,143,0,C143L0,338106,323130,-4.429380135223865,8.104535556533329e-05,False,417181216174,571850497676,37.77960559311494,-at java.util.Properties$LineReader.readLine(Properties.java:504) [bci: 53] | -at java.util.Properties$LineReader.readLine(Properties.java:615) [bci: 577]
Storage,140,1,C140L1,256220,230750,-9.940675981578332,6.14169550464934e-05,False,417181216174,571850497676,37.77960559311494,-at java.util.Properties$LineReader.readLine(Properties.java:538) [bci: 219] | -at java.util.Properties$LineReader.readLine(Properties.java:543) [bci: 259]
Storage,52,0,C52L0,242354,258344,6.5977867086988455,5.80932195899534e-05,False,417181216174,571850497676,37.77960559311494,-at java.util.ImmutableCollections$SetN$SetNIterator.next(ImmutableCollections.java:1213) [bci: 21] | -at java.util.ImmutableCollections$SetN$SetNIterator.next(ImmutableCollections.java:1223) [bci: 65]
Storage,85,1,C85L1,115204,114560,-0.5590083677650082,2.7614857892343397e-05,False,417181216174,571850497676,37.77960559311494,Source Missing | -at jdk.internal.util.ArraysSupport.unsignedHashCode(ArraysSupport.java:381) [bci: 34]
