benchmark,comp_id,loop_id,label,baseline_cycles,slowdown_cycles,percent_increase,runtime_share_pct,is_core_95pct,total_baseline_cycles,total_slowdown_cycles,overall_slowdown_pct_noBubo,source
Mandelbrot,181,0,C181L0,248354011740,0,-100.0,99.20741637952176,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 10] | -at Mandelbrot.mandelbrot(int) [bci: 213]
Mandelbrot,181,1,C181L1,248328945754,0,-100.0,99.19740352854085,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 33] | -at Mandelbrot.mandelbrot(int) [bci: 207]
Mandelbrot,181,2,C181L2,203955671048,0,-100.0,81.47206899885492,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 73] | -at Mandelbrot.mandelbrot(int) [bci: 147]
Mandelbrot,169,1,C169L1,573832408,451416613814,78566.97794001206,0.2292229154410341,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 33] | -at Mandelbrot.mandelbrot(int) [bci: 207]
Mandelbrot,168,1,C168L1,499709936,499393122,-0.06339957987147168,0.19961397580175114,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 33] | -at Mandelbrot.mandelbrot(int) [bci: 207]
Mandelbrot,180,0,C180L0,497110834,0,-100.0,0.1985757393242313,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 10] | -at Mandelbrot.mandelbrot(int) [bci: 213]
Mandelbrot,180,1,C180L1,497053360,0,-100.0,0.1985527807780454,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 33] | -at Mandelbrot.mandelbrot(int) [bci: 207]
Mandelbrot,169,2,C169L2,482446024,430059565924,89041.488276417,0.19271773887719343,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 73] | -at Mandelbrot.mandelbrot(int) [bci: 147]
Mandelbrot,168,2,C168L2,416902790,416669716,-0.05590607824908055,0.1665358589842859,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 73] | -at Mandelbrot.mandelbrot(int) [bci: 147]
Mandelbrot,180,2,C180L2,414757528,0,-100.0,0.1656789132921826,False,250338150920,452357276720,104.14433086081156,-at Mandelbrot.mandelbrot(int) [bci: 73] | -at Mandelbrot.mandelbrot(int) [bci: 147]
Mandelbrot,143,1,C143L1,401934,395930,-1.4937775853747133,0.0001605564307808781,False,250338150920,452357276720,104.14433086081156,-at java.util.Properties$LineReader.readLine(Properties.java:538) [bci: 219] | -at java.util.Properties$LineReader.readLine(Properties.java:543) [bci: 259]
Mandelbrot,143,0,C143L0,343684,335218,-2.463309319025617,0.00013728790387599783,False,250338150920,452357276720,104.14433086081156,-at java.util.Properties$LineReader.readLine(Properties.java:504) [bci: 53] | -at java.util.Properties$LineReader.readLine(Properties.java:615) [bci: 577]
Mandelbrot,140,1,C140L1,273832,278358,1.6528382365830145,0.00010938484565523052,False,250338150920,452357276720,104.14433086081156,-at java.util.Properties$LineReader.readLine(Properties.java:538) [bci: 219] | -at java.util.Properties$LineReader.readLine(Properties.java:543) [bci: 259]
