benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Bounce$Ball.bounce,4777254,63.36,47972887895
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Bounce.benchmark,1949523,25.86,19578175092
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,java.lang.Math.abs,292433,3.88,2937190137
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Bounce$Ball.<init>,217358,2.9,2196348660
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Bounce.lambda$benchmark$0,98890,1.32,999521331
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,java.util.Arrays.setAll,75212,1.0,759986607
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,som.Random.next,58216,0.78,588196759
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,java.lang.Integer.valueOf,5187,0.07,52297680
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Bounce.verifyResult,3131,0.04,31563638
Bounce,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/Bounce_BuboOff.txt,7534390,Benchmark.innerBenchmarkLoop,3089,0.04,31148922
