benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.crc32Loop,1257273,16.94,12631086734
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.editDistanceLoop,846947,11.42,8514322930
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.bubbleSortLoop,702723,9.48,7063675392
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.monteCarloPiLoop,624330,8.41,6271838692
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.fibonacciLoop,580966,7.83,5839718855
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.parseJsonLoop,553536,7.47,5566467700
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.sieveLoop,468675,6.32,4713585773
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.matrixMultiplyLoop,411598,5.56,4142108395
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.polynomialLoop,390819,5.27,3926973970
LoopBenchmarks,BuboOff,bubo_runs5_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs5_BuboWithDebug/async/LoopBenchmarks_BuboOff.txt,7414968,LoopBenchmarks.raySphereLoop,327619,4.42,3293206053
