comp_id,method,loop_id,probe_node,probe_graal_block_id
52,java.util.ImmutableCollections$SetN$SetNIterator.next,0,b7,7
56,java.util.HashMap.putVal,0,b38,38
57,java.lang.String.equals,0,b11,11
75,java.util.HashMap.resize,2,b23,23
75,java.util.HashMap.resize,0,b48,48
75,java.util.HashMap.resize,1,b62,62
84,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b18,18
84,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b21,21
84,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b24,24
85,jdk.internal.util.ArraysSupport.unsignedHashCode,0,b9,9
85,jdk.internal.util.ArraysSupport.unsignedHashCode,1,b12,12
85,jdk.internal.util.ArraysSupport.unsignedHashCode,2,b15,15
87,java.lang.StringCoding.countPositives,0,b22,22
88,java.lang.StringCoding.countPositives,0,b11,11
133,BuboAgentCompilerMarkers.warmupMarkers,0,b2,2
133,BuboAgentCompilerMarkers.warmupMarkers,1,b5,5
133,BuboAgentCompilerMarkers.warmupMarkers,2,b8,8
134,BuboAgentCompilerMarkers.warmupMarkers,0,b0,0
134,BuboAgentCompilerMarkers.warmupMarkers,1,b3,3
134,BuboAgentCompilerMarkers.warmupMarkers,2,b6,6
141,java.util.Properties$LineReader.readLine,5,b38,38
141,java.util.Properties$LineReader.readLine,3,b53,53
141,java.util.Properties$LineReader.readLine,4,b62,62
141,java.util.Properties$LineReader.readLine,0,b74,74
141,java.util.Properties$LineReader.readLine,1,b95,95
141,java.util.Properties$LineReader.readLine,2,b104,104
142,java.util.Properties$LineReader.readLine,0,b0,0
142,java.util.Properties$LineReader.readLine,1,b24,24
142,java.util.Properties$LineReader.readLine,2,b33,33
162,java.lang.StringLatin1.equals,0,b7,7
173,cd.RedBlackTree.treeInsert,0,b40,40
176,cd.RedBlackTree.findNode,0,b40,40
180,cd.RedBlackTree.put,0,b54,54
187,cd.RedBlackTree$Node.successor,0,b4,4
187,cd.RedBlackTree$Node.successor,1,b14,14
192,cd.CollisionDetector$RemoveAbsentAircraft.apply,0,b32,32
193,cd.CollisionDetector$RemoveAbsentAircraft.apply,0,b25,25
198,cd.CollisionDetector.handleNewFrame,0,b72,72
198,cd.CollisionDetector.handleNewFrame,4,b136,136
198,cd.CollisionDetector.handleNewFrame,5,b143,143
198,cd.CollisionDetector.handleNewFrame,1,b147,147
198,cd.CollisionDetector.handleNewFrame,2,b157,157
198,cd.CollisionDetector.handleNewFrame,3,b167,167
199,cd.CollisionDetector.handleNewFrame,4,b3,3
199,cd.CollisionDetector.handleNewFrame,5,b35,35
199,cd.CollisionDetector.handleNewFrame,0,b42,42
199,cd.CollisionDetector.handleNewFrame,6,b87,87
199,cd.CollisionDetector.handleNewFrame,7,b97,97
199,cd.CollisionDetector.handleNewFrame,1,b101,101
199,cd.CollisionDetector.handleNewFrame,2,b111,111
199,cd.CollisionDetector.handleNewFrame,3,b121,121
200,cd.CollisionDetector.putIntoMap,0,b16,16
202,cd.RedBlackTree.forEach,1,b63,63
202,cd.RedBlackTree.forEach,2,b72,72
202,cd.RedBlackTree.forEach,0,b77,77
202,cd.RedBlackTree.forEach,3,b106,106
202,cd.RedBlackTree.forEach,4,b115,115
202,cd.RedBlackTree.forEach,5,b125,125
202,cd.RedBlackTree.forEach,6,b163,163
202,cd.RedBlackTree.forEach,7,b172,172
203,cd.RedBlackTree.forEach,1,b2,2
203,cd.RedBlackTree.forEach,0,b6,6
203,cd.RedBlackTree.forEach,2,b25,25
203,cd.RedBlackTree.forEach,3,b34,34
208,cd.CollisionDetector.reduceCollisionSet,0,b48,48
208,cd.CollisionDetector.reduceCollisionSet,2,b83,83
208,cd.CollisionDetector.reduceCollisionSet,5,b89,89
208,cd.CollisionDetector.reduceCollisionSet,1,b93,93
208,cd.CollisionDetector.reduceCollisionSet,3,b131,131
208,cd.CollisionDetector.reduceCollisionSet,4,b140,140
209,cd.CollisionDetector.reduceCollisionSet,0,b28,28
209,cd.CollisionDetector.reduceCollisionSet,2,b53,53
209,cd.CollisionDetector.reduceCollisionSet,5,b59,59
209,cd.CollisionDetector.reduceCollisionSet,1,b63,63
209,cd.CollisionDetector.reduceCollisionSet,3,b101,101
209,cd.CollisionDetector.reduceCollisionSet,4,b110,110
213,cd.Simulator.simulate,0,b108,108
214,cd.Simulator.simulate,1,b3,3
214,cd.Simulator.simulate,2,b26,26
214,cd.Simulator.simulate,0,b42,42
227,java.util.Arrays.copyOf,0,b4,4
227,java.util.Arrays.copyOf,1,b20,20
231,cd.Simulator.<init>,0,b53,53
232,cd.Simulator.<init>,1,b5,5
232,cd.Simulator.<init>,0,b14,14
235,CD.benchmark,3,b6,6
235,CD.benchmark,4,b29,29
235,CD.benchmark,1,b45,45
235,CD.benchmark,0,b104,104
235,CD.benchmark,5,b108,108
235,CD.benchmark,2,b112,112
236,CD.benchmark,3,b2,2
236,CD.benchmark,1,b11,11
236,CD.benchmark,0,b59,59
236,CD.benchmark,4,b63,63
236,CD.benchmark,2,b67,67
240,java.lang.StringLatin1.inflate,0,b14,14
240,java.lang.StringLatin1.inflate,1,b17,17
240,java.lang.StringLatin1.inflate,2,b20,20
