benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.NBodySystem.advance,5261323,72.63,52844160042
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getZ,306298,4.23,3076169570
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,java.lang.Math.sqrt,294102,4.06,2954413274
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setVX,239318,3.3,2403569615
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getX,229246,3.16,2302361524
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getVZ,188676,2.6,1894892637
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setVZ,174614,2.41,1753589798
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getVX,119789,1.65,1203099485
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getVY,113391,1.57,1138810479
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setZ,72163,1.0,724715818
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getY,48906,0.68,491148543
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,NBody.innerBenchmarkLoop,48855,0.67,490720023
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setVY,28038,0.39,281568743
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setX,24442,0.34,245490380
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.setY,24328,0.34,244340523
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,java.lang.String.hashCode,18137,0.25,182392912
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,nbody.Body.getMass,7658,0.11,76896042
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,do_user_addr_fault_[k],721,0.01,7484869
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,java.lang.AbstractStringBuilder* java.lang.AbstractStringBuilder::append,427,0.01,4238693
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,void com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor::visitObjectReferences,350,0.0,3506667
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,int org.graalvm.collections.EconomicMapImpl::findLinear,316,0.0,3163969
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,int LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.NodeIdAccessor::getNodeId,302,0.0,3018321
NBody,BuboOn,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOn.txt,7243619,void LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.iterators.PredicatedProxyNodeIterator::forward,271,0.0,2712255
