benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.NBodySystem.advance,5192036,72.61,52158378827
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,java.lang.Math.sqrt,305426,4.27,3068651570
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getZ,284179,3.97,2854765797
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getX,248270,3.47,2494117550
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setVX,237814,3.33,2388822203
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getVZ,188966,2.64,1898312180
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setVZ,175296,2.45,1760804257
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getVY,113109,1.58,1136305868
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getVX,98084,1.37,987528508
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setZ,72253,1.01,725842398
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getY,68686,0.96,690287243
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setVY,28069,0.39,281943115
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.getMass,26877,0.38,270002806
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setX,24190,0.34,242973192
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,nbody.Body.setY,23897,0.33,240052396
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,NBody.innerBenchmarkLoop,23877,0.33,239839244
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,do_user_addr_fault_[k],620,0.01,6344167
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,java.lang.AbstractStringBuilder* java.lang.AbstractStringBuilder::append,376,0.01,3740554
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void com.oracle.svm.core.genscavenge.GreyToBlackObjRefVisitor::visitObjectReferences,306,0.0,3068535
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,int org.graalvm.collections.EconomicMapImpl::findLinear,291,0.0,2900537
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,int LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.NodeIdAccessor::getNodeId,275,0.0,2746532
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,_raw_spin_unlock_irqrestore_[k],194,0.0,2466318
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.iterators.PredicatedProxyNodeIterator::forward,244,0.0,2453654
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void com.oracle.svm.core.genscavenge.GreyToBlackObjectVisitor::visitObject,232,0.0,2320478
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.NodeUsageIterator::advance,222,0.0,2223670
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void com.oracle.svm.core.graal.jdk.SubstrateArraycopySnippets::doArraycopy,221,0.0,2202632
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,next_uptodate_page_[k],208,0.0,2153075
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,InstanceKlass::find_method_index,201,0.0,2011663
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,java.lang.String* com.oracle.svm.core.util.Utf8::utf8ToString,202,0.0,2010663
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void com.oracle.svm.core.UnmanagedMemoryUtil::copyLongsForward,188,0.0,1858540
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,int org.graalvm.collections.EconomicMapImpl::getHashIndex,182,0.0,1813594
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,java.lang.Object* org.graalvm.collections.EconomicMapImpl::put,178,0.0,1781613
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void LibGraalClassLoader_6d026701::jdk.graal.compiler.phases.common.util.EconomicSetNodeEventListener::changed,170,0.0,1702661
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,boolean LibGraalClassLoader_6d026701::jdk.graal.compiler.graph.NodeBitMap::isMarked,168,0.0,1683798
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,int org.graalvm.collections.EconomicMapImpl::findHash,168,0.0,1675318
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void java.util.ArrayList::add,164,0.0,1653898
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,clear_page_erms_[k],151,0.0,1650801
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,boolean org.graalvm.collections.EconomicMapImpl::compareKeys,162,0.0,1621759
NBody,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/NBody_BuboOff.txt,7149547,void LibGraalClassLoader_6d026701::jdk.graal.compiler.lir.LIRIntrospection::visitEach,159,0.0,1595724
