benchmark,mode,run_dir,input_file,total_samples,method,samples,percent,ns
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,Sieve.sieve,12343409,90.77,123991394292
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,java.util.Arrays.fill,1080313,7.95,10852999563
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,Sieve.benchmark,101121,0.75,1031102973
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,G1ParScanThreadState::trim_queue_to_threshold,2403,0.02,24089301
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,__memset_avx2_unaligned_erms,1457,0.01,15634127
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,G1HeapRegionManager::par_iterate,1150,0.01,12576738
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,Benchmark.innerBenchmarkLoop,1251,0.01,12566005
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,Sieve.verifyResult,1223,0.01,12313916
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,__futex_abstimed_wait_common,678,0.01,8451880
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,_raw_spin_unlock_irqrestore_[k],584,0.01,7681148
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,do_user_addr_fault_[k],632,0.0,6457580
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,__audit_syscall_exit_[k],353,0.0,5701938
Sieve,BuboOff,bubo_runs4_BuboWithDebug,/home/hb478/repos/BuboExperiments/ProgramObserverEffect/bubo_runs4_BuboWithDebug/async/Sieve_BuboOff.txt,13593506,[vdso],442,0.0,4925175
