comp_id,method,loop_id,num_blocks_matched,total_normal_time,total_slowdown_time,median_pct_slowdown
126,Bounce.benchmark,0,3,0.176,0.41000000000000003,132.95454545454547
126,Bounce.benchmark,1,12,52.425000000000004,103.50400000000002,97.4325226514068
126,Bounce.benchmark,2,4,3.12,6.214,99.16666666666667
126,Bounce.benchmark,3,2,0.084,0.183,117.85714285714283
