Rank,BuboCompId,BuboLoopId,BuboPercentChangeCycles,BuboBaselineSharePercent,AsyncCompId,AsyncLoopId,AsyncPercentChangeSamples,AsyncBaselineSharePercent
1,175,0,72.15701113759063,59.35305412399047,175,0,94.16356733023855,96.6960266686685
2,242,0,73.37102497958429,34.846439283280205,178,3,62.3166279455692,2.0942634003664438
3,178,3,-14.464826177656997,4.847551699472643,178,0,42.310868847043274,0.8415977846543944
