benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,167,0,912,5463,16.694124,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,173,2,545,5463,9.976204,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,178,1,527,5463,9.646714,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,126,5,430,5463,7.871133,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,[break_interpreted],176,0,418,5463,7.651474,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,150,0,341,5463,6.241992,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,170,2,284,5463,5.198609,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,191,0,233,5463,4.265056,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,188,1,232,5463,4.246751,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,163,1,227,5463,4.155226,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,153,2,226,5463,4.136921,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,146,9,163,5463,2.983709,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,156,2,150,5463,2.745744,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,182,2,147,5463,2.690829,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,156,3,103,5463,1.885411,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.parseJsonLoop,,,72,5463,1.317957,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.matrixMultiplyLoop,,,65,5463,1.189822,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,173,1,64,5463,1.171517,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.monteCarloPiLoop,,,54,5463,0.988468,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,SpaceMangler::mangle_region,,,49,5463,0.896943,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,146,2,36,5463,0.658979,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.crc32Loop,,,34,5463,0.622369,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,156,4,30,5463,0.549149,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.sieveLoop,,,28,5463,0.512539,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,156,1,19,5463,0.347794,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.histogramLoop,,,12,5463,0.219660,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.editDistanceLoop,,,7,5463,0.128135,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,MemAllocator::mem_allocate_inside_tlab_slow,,,7,5463,0.128135,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,125,1,6,5463,0.109830,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,153,1,6,5463,0.109830,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,170,0,5,5463,0.091525,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,169,1,5,5463,0.091525,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,146,1,4,5463,0.073220,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,175,0,4,5463,0.073220,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,145,5,3,5463,0.054915,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,146,8,3,5463,0.054915,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,G1ParScanThreadState::trim_queue_to_threshold,,,2,5463,0.036610,no_marker
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,126,6,2,5463,0.036610,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,Harness.main,179,4,2,5463,0.036610,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,173,4,2,5463,0.036610,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.main,182,3,2,5463,0.036610,
LoopBenchmarks,AWFY,WithoutProbe,AUTO_PIPELINE,async,LoopBenchmarks.mandelbrotLoop,,,2,5463,0.036610,no_marker
