comp_id,loop_id,samples,percentage,total_samples
154,1,255,0.003136,8131350
155,0,380,0.004673,8131350
155,4,958,0.011782,8131350
155,5,14017,0.172382,8131350
155,6,849,0.010441,8131350
156,0,8021345,98.647150,8131350
