comp_id,loop_id,samples,percentage,total_samples
161,0,947088,19.038766,4974524
161,1,76555,1.538941,4974524
170,0,181345,3.645474,4974524
170,2,50482,1.014811,4974524
173,0,35998,0.723647,4974524
183,0,235760,4.739348,4974524
183,4,15406,0.309698,4974524
183,5,16110,0.323850,4974524
