comp_id,loop_id,samples,percentage,total_samples
161,0,1980601,20.955352,9451528
161,1,204528,2.163968,9451528
170,0,398731,4.218694,9451528
170,2,90829,0.960998,9451528
173,0,82790,0.875943,9451528
183,0,456007,4.824691,9451528
183,1,23204,0.245505,9451528
183,4,27345,0.289318,9451528
183,5,26305,0.278315,9451528
