benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,576,3,10118,20086,50.373394,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,576,2,7523,20086,37.453948,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,576,4,1546,20086,7.696903,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,"Sieve.sieve(boolean[], int)",,,583,20086,2.902519,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,576,0,261,20086,1.299413,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,563,1,9,20086,0.044807,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,575,5,9,20086,0.044807,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,563,2,8,20086,0.039829,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,576,5,7,20086,0.034850,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,559,0,6,20086,0.029872,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,575,6,4,20086,0.019914,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,559,1,3,20086,0.014936,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,Benchmark.innerBenchmarkLoop(int),,,2,20086,0.009957,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,...,575,9,1,20086,0.004979,
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,java.lang.StringCoding.countNonZeroAscii(String) line: 43,,,1,20086,0.004979,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,java.util.Properties$LineReader.readLine() line: 541,,,1,20086,0.004979,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,jdk.jfr.internal.PlatformRecorder.takeNap(long) line: 544,,,1,20086,0.004979,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,jdk.jfr.internal.consumer.EventLog.isLogging() line: 191,,,1,20086,0.004979,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,jdk.jfr.internal.event.EventWriter.reserveEventSizeField() line: 193,,,1,20086,0.004979,no_marker
Sieve,AWFY,WithoutProbe,AUTO_PIPELINE,jfr,jdk.jfr.internal.periodic.PeriodicEvents.doPeriodic() line: 173,,,1,20086,0.004979,no_marker
