comp_id,loop_id,samples,percentage,total_samples
145,0,301678,3.573997,8440913
145,1,7230447,85.659537,8440913
145,2,523750,6.204898,8440913
145,3,16571,0.196318,8440913
162,0,7724,0.091507,8440913
