comp_id,method,loop_id,vtune_block_id,graal_block_id,normal_time,slowdown_time,pct_increase_block,loop_total_normal_time,loop_total_slowdown_time,pct_increase_loop_total,block_share_of_loop_normal,block_share_of_loop_slowdown
141,Benchmark.innerBenchmarkLoop,0,98,3,0.005,0.01,100.0,0.7220000000000001,1.293,79.08587257617725,0.006925207756232686,0.007733952049497294
141,Benchmark.innerBenchmarkLoop,0,99,5,0.663,1.2,80.99547511312215,0.7220000000000001,1.293,79.08587257617725,0.9182825484764542,0.9280742459396752
141,Benchmark.innerBenchmarkLoop,0,100,6,0.023,0.032,39.1304347826087,0.7220000000000001,1.293,79.08587257617725,0.031855955678670354,0.02474864655839134
141,Benchmark.innerBenchmarkLoop,0,110,15,0.003,0.002,-33.33333333333333,0.7220000000000001,1.293,79.08587257617725,0.0041551246537396115,0.0015467904098994587
141,Benchmark.innerBenchmarkLoop,0,122,29,0.006,0.022,266.66666666666663,0.7220000000000001,1.293,79.08587257617725,0.008310249307479223,0.017014694508894045
141,Benchmark.innerBenchmarkLoop,0,123,30,0.022,0.027,22.727272727272734,0.7220000000000001,1.293,79.08587257617725,0.030470914127423816,0.020881670533642694
141,Benchmark.innerBenchmarkLoop,1,107,8,0.001,0.005,400.0,0.001,0.005,400.0,1.0,1.0
141,Benchmark.innerBenchmarkLoop,2,111,16,2.002,5.959,197.65234765234766,38.83999999999999,78.25800000000001,101.48815653964994,0.05154479917610712,0.0761455697820031
141,Benchmark.innerBenchmarkLoop,2,112,17,12.479,24.332,94.98357240163476,38.83999999999999,78.25800000000001,101.48815653964994,0.321292481977343,0.3109202892994965
141,Benchmark.innerBenchmarkLoop,2,113,18,9.663,19.102,97.68187933354031,38.83999999999999,78.25800000000001,101.48815653964994,0.2487899073120495,0.24409006108001735
141,Benchmark.innerBenchmarkLoop,2,114,19,7.768,16.044,106.53964984552009,38.83999999999999,78.25800000000001,101.48815653964994,0.20000000000000004,0.20501418385340794
141,Benchmark.innerBenchmarkLoop,2,115,20,0.702,1.369,95.01424501424502,38.83999999999999,78.25800000000001,101.48815653964994,0.018074150360453144,0.017493419203148557
141,Benchmark.innerBenchmarkLoop,2,116,21,1.013,1.902,87.75913129318856,38.83999999999999,78.25800000000001,101.48815653964994,0.02608135942327498,0.024304224488231232
141,Benchmark.innerBenchmarkLoop,2,120,25,2.425,5.073,109.19587628865983,38.83999999999999,78.25800000000001,101.48815653964994,0.06243563336766222,0.06482404354826343
141,Benchmark.innerBenchmarkLoop,2,121,28,2.788,4.477,60.5810616929699,38.83999999999999,78.25800000000001,101.48815653964994,0.07178166838311022,0.057208208745431775
141,Benchmark.innerBenchmarkLoop,3,119,22,12.995,19.419,49.43439784532514,54.39,114.984,111.4065085493657,0.23892259606545319,0.16888436652055938
141,Benchmark.innerBenchmarkLoop,3,117,23,16.443,45.471,176.53712826126616,54.39,114.984,111.4065085493657,0.30231660231660235,0.39545501982884573
141,Benchmark.innerBenchmarkLoop,3,118,24,24.952,50.094,100.76146200705354,54.39,114.984,111.4065085493657,0.4587608016179445,0.4356606136505949
141,Benchmark.innerBenchmarkLoop,4,102,10,0.059,0.256,333.8983050847458,8.012,16.291,103.33250124812781,0.007363954068896654,0.01571419802344853
141,Benchmark.innerBenchmarkLoop,4,101,11,7.953,16.035,101.6220294228593,8.012,16.291,103.33250124812781,0.9926360459311033,0.9842858019765515
141,Benchmark.innerBenchmarkLoop,5,105,13,0.011,0.017,54.54545454545456,0.028999999999999998,0.063,117.24137931034484,0.3793103448275862,0.2698412698412699
141,Benchmark.innerBenchmarkLoop,5,104,14,0.018,0.046,155.55555555555557,0.028999999999999998,0.063,117.24137931034484,0.6206896551724138,0.7301587301587301
