comp_id,method,loop_id,num_blocks_matched,total_normal_time,total_slowdown_time,median_pct_slowdown
150,LoopBenchmarks.parseJsonLoop,0,12,3.1689999999999996,6.898,117.6711896497318
153,LoopBenchmarks.matrixMultiplyLoop,1,2,0.013000000000000001,0.061,369.2307692307692
153,LoopBenchmarks.matrixMultiplyLoop,2,3,3.0389999999999997,5.933,95.22869364922674
156,LoopBenchmarks.sieveLoop,1,1,0.003,0.0,-100.0
156,LoopBenchmarks.sieveLoop,2,3,1.818,3.887,113.80638063806381
156,LoopBenchmarks.sieveLoop,3,4,1.175,2.061,75.40425531914893
156,LoopBenchmarks.sieveLoop,4,2,0.302,0.586,94.03973509933775
163,LoopBenchmarks.histogramLoop,1,6,2.356,4.7780000000000005,102.80135823429544
167,LoopBenchmarks.crc32Loop,0,17,9.462,18.482999999999997,95.33925174381734
173,LoopBenchmarks.editDistanceLoop,1,12,0.29700000000000004,0.5070000000000001,70.70707070707071
173,LoopBenchmarks.editDistanceLoop,2,5,5.8709999999999996,11.722,99.659342531085
173,LoopBenchmarks.editDistanceLoop,3,1,0.009,0.017,88.88888888888891
173,LoopBenchmarks.editDistanceLoop,4,2,0.015,0.038,153.33333333333334
173,LoopBenchmarks.editDistanceLoop,5,1,0.016,0.03,87.49999999999999
173,LoopBenchmarks.editDistanceLoop,6,1,0.015,0.034,126.66666666666669
176,LoopBenchmarks.monteCarloPiLoop,0,3,4.718999999999999,9.399,99.17355371900827
178,LoopBenchmarks.bubbleSortLoop,1,2,5.282,10.244,93.94168875425974
182,LoopBenchmarks.blurLoop,0,2,0.002,0.001,-50.0
182,LoopBenchmarks.blurLoop,1,1,0.004,0.005,25.0
182,LoopBenchmarks.blurLoop,2,2,1.528,2.945,92.73560209424082
182,LoopBenchmarks.blurLoop,3,2,0.006,0.009000000000000001,50.000000000000014
188,LoopBenchmarks.base64EncodeLoop,1,2,2.312,4.681,102.46539792387546
191,LoopBenchmarks.raySphereLoop,0,7,2.443,4.612,88.78428162095784
