benchmark,suite,mode,tag,profiler,method,comp_id,loop_id,samples,total_samples,runtime_share_pct,notes
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,SpaceMangler::mangle_region,,,12280,14061,87.333760,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,MemAllocator::mem_allocate_inside_tlab_slow,,,570,14061,4.053766,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readString,143,0,357,14061,2.538937,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readName,143,0,235,14061,1.671289,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,java.lang.String.equals,,,181,14061,1.287248,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readValue,167,0,131,14061,0.931655,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readValue,154,0,115,14061,0.817865,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readString,143,1,31,14061,0.220468,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,MarkBitMap::get_next_marked_addr,,,29,14061,0.206244,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,java.lang.StringLatin1.toBytes,,,23,14061,0.163573,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readValue,157,0,17,14061,0.120902,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,jbyte_disjoint_arraycopy,,,16,14061,0.113790,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readDigit,,,15,14061,0.106678,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.isWhiteSpace,,,14,14061,0.099566,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.read,,,10,14061,0.071119,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readValue,154,2,8,14061,0.056895,
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,som.Vector.<init>,,,8,14061,0.056895,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,java.lang.AbstractStringBuilder.<init>,,,7,14061,0.049783,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,java.lang.String.isLatin1,,,7,14061,0.049783,no_marker
Json,AWFY,WithoutProbe,AUTO_PIPELINE,async,json.JsonPureStringParser.readStringInternal,,,7,14061,0.049783,no_marker
