tool,benchmark,method_key,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct_slow,total_samples_baseline,total_samples_slowdown
async,LoopBenchmarks,Harness::main,565866,567761,0.3348849374233476,4.290601433558329,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::base64EncodeLoop,108776,102090,-6.146576450687652,0.7714998042344752,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::blurLoop,185807,318172,71.23789738815007,2.4044434882250116,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::bubbleSortLoop,691444,1484713,114.72642759211158,11.220058662399651,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::crc32Loop,1291449,2478839,91.94246152964615,18.732724098626527,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::editDistanceLoop,783913,1612250,105.66695538918222,12.1838628599964,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::histogramLoop,302572,495830,63.871739618999776,3.747014868582425,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::main,14695,0,-100.0,0.0,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::mandelbrotLoop,205445,150787,-26.604687385918375,1.1395057398482105,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::matrixMultiplyLoop,392521,908469,131.44468703585287,6.865350726350175,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::monteCarloPiLoop,599822,814433,35.77911447062628,6.154715447762722,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::parseJsonLoop,542363,874674,61.27095690524612,6.609960033000151,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::polynomialLoop,376366,375534,-0.2210614136239724,2.8379313104455814,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::raySphereLoop,344940,119512,-65.35281498231576,0.9031588265615691,7461961,13232667
async,LoopBenchmarks,LoopBenchmarks::sieveLoop,440426,860445,95.36653149450758,6.5024306891422565,7461961,13232667
