benchmark,comp_id,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_noBubo_pct
List,52,0,0,239464,234164,-2.213276317108208,2.4319020706095345e-05,962884167212,102.11888855675049
List,57,0,0,6822,6880,0.8501905599530929,7.145200050303888e-07,962884167212,102.11888855675049
List,58,0,0,3200,3280,2.5,3.4064325821216214e-07,962884167212,102.11888855675049
List,84,0,0,374,538,43.85026737967914,5.5873802718946105e-08,962884167212,102.11888855675049
List,84,1,0,26,146,461.5384615384615,1.5162779176516972e-08,962884167212,102.11888855675049
List,84,2,0,90,92,2.2222222222222223,9.554627974243572e-09,962884167212,102.11888855675049
List,85,0,0,86038,80576,-6.3483577024105635,8.368192431007066e-06,962884167212,102.11888855675049
List,85,1,0,110440,111356,0.8294096341905107,1.1564838616302904e-05,962884167212,102.11888855675049
List,85,2,0,97182,96130,-1.082504990636126,9.983547686565593e-06,962884167212,102.11888855675049
List,87,0,0,402,398,-0.9950248756218906,4.133415145379284e-08,962884167212,102.11888855675049
List,88,0,0,10880,11056,1.6176470588235297,1.1482170313395318e-06,962884167212,102.11888855675049
List,138,0,0,16262,16684,2.5950067642356416,1.7327110121986928e-06,962884167212,102.11888855675049
List,140,1,1,255286,231770,-9.211629309872064,2.4070392669461225e-05,962884167212,102.11888855675049
List,140,2,0,12388,11904,-3.9070067807555695,1.2362857761456028e-06,962884167212,102.11888855675049
List,140,5,0,860,754,-12.325581395348838,7.830640752803971e-08,962884167212,102.11888855675049
List,141,1,1,3502,3494,-0.2284408909194746,3.628681537174678e-07,962884167212,102.11888855675049
List,141,2,0,1740,1770,1.7241379310344827,1.838227338522948e-07,962884167212,102.11888855675049
List,142,0,2,10932,10776,-1.4270032930845227,1.1191377288092253e-06,962884167212,102.11888855675049
List,142,1,1,12052,12086,0.28211085297046135,1.255187322790302e-06,962884167212,102.11888855675049
List,142,2,0,15110,14990,-0.7941760423560555,1.5567812318903386e-06,962884167212,102.11888855675049
List,142,5,0,560,588,5.0,6.10665353136437e-08,962884167212,102.11888855675049
List,143,1,1,353590,336356,-4.8740066178342145,3.4932135292442075e-05,962884167212,102.11888855675049
List,143,2,0,47876,47758,-0.24647004762302616,4.959890465151353e-06,962884167212,102.11888855675049
List,187,0,1,910303768,1855245072,103.8050524690347,0.19267583113052966,962884167212,102.11888855675049
List,188,0,1,474882388712,956326947560,101.38185165253195,99.31900223564935,962884167212,102.11888855675049
List,196,0,0,25574,29202,14.186282943614609,3.032763544607182e-06,962884167212,102.11888855675049
List,196,1,0,12234,10952,-10.478992970410332,1.137416147542561e-06,962884167212,102.11888855675049
List,196,2,0,8318,9024,8.487617215676845,9.371843786910217e-07,962884167212,102.11888855675049
