benchmark,comp_id,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
Queens,52,0,0,244620,261160,6.7615076445098525,0.00011674578092044816,223699732822,95.10456073747173
Queens,57,0,0,6806,5888,-13.488098736409052,2.632099701560724e-06,223699732822,95.10456073747173
Queens,58,0,0,3706,3670,-0.9713977334052887,1.6405920354497042e-06,223699732822,95.10456073747173
Queens,84,0,0,538,514,-4.4609665427509295,2.2977229052347358e-07,223699732822,95.10456073747173
Queens,84,1,0,26,148,469.2307692307692,6.6160114781078e-08,223699732822,95.10456073747173
Queens,84,2,0,86,90,4.651162790697675,4.0232502231736614e-08,223699732822,95.10456073747173
Queens,85,0,0,84492,85420,1.0983288358661174,3.81851148959438e-05,223699732822,95.10456073747173
Queens,85,1,0,111596,111320,-0.24732069249793898,4.976313498263245e-05,223699732822,95.10456073747173
Queens,85,2,0,97008,96156,-0.8782780801583375,4.29844053843874e-05,223699732822,95.10456073747173
Queens,87,0,0,414,420,1.4492753623188406,1.8775167708143753e-07,223699732822,95.10456073747173
Queens,88,0,0,11592,10542,-9.057971014492754,4.712567094744083e-06,223699732822,95.10456073747173
Queens,138,0,0,22890,17546,-23.346439493228484,7.843549823978341e-06,223699732822,95.10456073747173
Queens,140,1,1,279944,259156,-7.425770868459407,0.00011584993720408816,223699732822,95.10456073747173
Queens,140,2,0,12840,11958,-6.869158878504673,5.3455584631900715e-06,223699732822,95.10456073747173
Queens,140,5,0,762,818,7.349081364829396,3.6566874250622835e-07,223699732822,95.10456073747173
Queens,141,1,1,3718,3384,-8.983324367939753,1.5127420839132968e-06,223699732822,95.10456073747173
Queens,141,2,0,1990,1842,-7.4371859296482405,8.234252123428762e-07,223699732822,95.10456073747173
Queens,142,0,2,10446,10472,0.2488991001340226,4.681275148563842e-06,223699732822,95.10456073747173
Queens,142,1,1,12374,12614,1.9395506707612735,5.638808701679175e-06,223699732822,95.10456073747173
Queens,142,2,0,15160,15324,1.0817941952506596,6.850254046657022e-06,223699732822,95.10456073747173
Queens,142,5,0,908,784,-13.656387665198238,3.504697972186834e-07,223699732822,95.10456073747173
Queens,143,1,1,356852,352754,-1.1483752367928441,0.0001576908454694891,223699732822,95.10456073747173
Queens,143,2,0,47962,48152,0.3961469496684875,2.152528274958424e-05,223699732822,95.10456073747173
Queens,170,0,0,777340,726912,-6.487251395785627,0.0003249498740252903,223699732822,95.10456073747173
Queens,170,1,0,496620,495688,-0.18766864000644357,0.0002215863174027229,223699732822,95.10456073747173
Queens,170,2,0,497734,501202,0.6967577059232442,0.00022405122870612062,223699732822,95.10456073747173
Queens,172,0,0,215008,210038,-2.311541896115493,9.389282559721662e-05,223699732822,95.10456073747173
Queens,172,1,0,135834,135446,-0.28564276985143633,6.054812774755331e-05,223699732822,95.10456073747173
Queens,172,2,0,134460,135788,0.9876543209876543,6.0701011256033906e-05,223699732822,95.10456073747173
Queens,186,0,1,204711040,400383052,95.58449412401012,0.17898235592377243,223699732822,95.10456073747173
Queens,187,0,1,112982140284,220490828556,95.1554714769595,98.56553057729695,223699732822,95.10456073747173
Queens,195,0,0,12396,25452,105.324298160697,1.1377751631135115e-05,223699732822,95.10456073747173
Queens,195,1,0,9936,13274,33.59500805152979,5.933847051378577e-06,223699732822,95.10456073747173
Queens,195,2,0,7022,10312,46.85274850469951,4.609750700151867e-06,223699732822,95.10456073747173
