benchmark,comp_id,loop_id,loop_call_count,baseline_exclusive_cycles,slowdown_exclusive_cycles,slowdown_pct,runtime_share_pct,total_cycles_slowdown,prog_slowdown_pct
NBody,52,0,0,248758,253642,1.9633539423857724,7.135715278383973e-05,355454204806,97.06053517435429
NBody,57,0,0,6880,5990,-12.936046511627907,1.685167855383572e-06,355454204806,97.06053517435429
NBody,58,0,0,3970,3492,-12.040302267002518,9.82405033555832e-07,355454204806,97.06053517435429
NBody,69,0,0,19058,16718,-12.278308321964529,4.70327816465819e-06,355454204806,97.06053517435429
NBody,69,1,0,6704,5114,-23.717183770883054,1.438722606415958e-06,355454204806,97.06053517435429
NBody,69,2,0,14874,13554,-8.874546187979023,3.8131494343687705e-06,355454204806,97.06053517435429
NBody,84,0,0,448,504,12.5,1.4179041721424378e-07,355454204806,97.06053517435429
NBody,84,1,0,26,144,453.8461538461538,4.0511547775498226e-08,355454204806,97.06053517435429
NBody,84,2,0,92,90,-2.1739130434782608,2.531971735968639e-08,355454204806,97.06053517435429
NBody,85,0,0,90292,81826,-9.376245957559917,2.3020124363041095e-05,355454204806,97.06053517435429
NBody,85,1,0,140892,111646,-20.757743519859183,3.140939071488385e-05,355454204806,97.06053517435429
NBody,85,2,0,122672,97494,-20.524651102125997,2.742800582516961e-05,355454204806,97.06053517435429
NBody,87,0,0,408,420,2.941176470588235,1.1815868101186983e-07,355454204806,97.06053517435429
NBody,88,0,0,13056,11414,-12.576593137254902,3.211102821594005e-06,355454204806,97.06053517435429
NBody,138,0,0,25410,17802,-29.940968122786305,5.008240093745969e-06,355454204806,97.06053517435429
NBody,140,1,1,336126,240844,-28.34710792976443,6.775668897529232e-05,355454204806,97.06053517435429
NBody,140,2,0,18250,12102,-33.68767123287672,3.4046579942991632e-06,355454204806,97.06053517435429
NBody,140,5,0,968,796,-17.768595041322314,2.2393883353678186e-07,355454204806,97.06053517435429
NBody,141,1,1,4348,3658,-15.869365225390986,1.029105845574809e-06,355454204806,97.06053517435429
NBody,141,2,0,2554,1764,-30.93187157400157,4.962664602498532e-07,355454204806,97.06053517435429
NBody,142,0,2,13344,10784,-19.18465227817746,3.0338648000762004e-06,355454204806,97.06053517435429
NBody,142,1,1,13160,11992,-8.875379939209726,3.3737116730817686e-06,355454204806,97.06053517435429
NBody,142,2,0,22062,15158,-31.293627051037987,4.2644030637569594e-06,355454204806,97.06053517435429
NBody,142,5,0,766,656,-14.360313315926893,1.8455260653282525e-07,355454204806,97.06053517435429
NBody,143,1,1,465418,355542,-23.608025473875095,0.00010002469943886244,355454204806,97.06053517435429
NBody,143,2,0,73054,48930,-33.02214800010951,1.3765486337882834e-05,355454204806,97.06053517435429
NBody,181,0,0,10386290,10220968,-1.591732947953504,0.0028754668989155454,355454204806,97.06053517435429
NBody,181,1,0,9153232,5819476,-36.421626808978516,0.0016371943055719811,355454204806,97.06053517435429
NBody,181,2,0,1072404,605308,-43.55597330856655,0.00017029141639507834,355454204806,97.06053517435429
NBody,182,1,0,3360,1818,-45.89285714285714,5.114582906656651e-07,355454204806,97.06053517435429
NBody,182,2,0,904,796,-11.946902654867257,2.2393883353678186e-07,355454204806,97.06053517435429
NBody,182,3,0,130,114,-12.307692307692308,3.20716419889361e-08,355454204806,97.06053517435429
NBody,182,4,0,1035415294,978208942,-5.5249668738232875,0.2751997103350873,355454204806,97.06053517435429
NBody,182,5,0,398750454,340593916,-14.584695118616716,0.09581935208387521,355454204806,97.06053517435429
NBody,182,6,0,42509366,35742328,-15.918934194407885,0.010055396030413388,355454204806,97.06053517435429
NBody,183,0,0,178938328436,353713844866,97.67360517873124,99.51038420238977,355454204806,97.06053517435429
NBody,201,0,0,23688,7246,-69.41067207024653,2.03851857764764e-06,355454204806,97.06053517435429
NBody,201,1,0,11872,8972,-24.42722371967655,2.5240944905678477e-06,355454204806,97.06053517435429
NBody,201,2,0,10160,5660,-44.29133858267716,1.5923288917313887e-06,355454204806,97.06053517435429
