CompId,LoopId,BaselineSamples,SlowdownSamples,PercentChangeSamples,BaselineSharePercent
140,2,8490325,3243100,-61.80240450159447,93.53538774277233
140,1,557344,1132316,103.16285812711719,6.140093240966358
139,2,17437,17342,-0.5448184894190514,0.1920982478374763
140,0,11012,5036,-54.26807119505993,0.12131593193704703
139,1,1008,1037,2.876984126984127,0.011104836486791085
