Level,CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline_BuboOn,AsyncSamplesSlowdown_BuboOn,BuboPercentChange,AsyncPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
150,140,2,Mandelbrot.mandelbrot(int)-Re-Comp,403686589970,979654269186,9361600,4676216,142.67694135165675,-50.04896598871987,95.16506989150977,76.20903322159458,284893,621722,118.23000214115476
150,140,1,Mandelbrot.mandelbrot(int)-Re-Comp,66965366380,48772357244,1309367,1437517,-27.16778854424898,9.787171969356185,4.73781917957192,23.42744236143219,284893,621722,118.23000214115476
