CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboSharePercentBaseline,BuboExclusiveCyclesSlowdown,BuboSharePercentSlowdown,AsyncSamplesBaseline,AsyncSharePercentBaseline,AsyncSamplesSlowdown,AsyncSharePercentSlowdown,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
140,2,Mandelbrot.mandelbrot(int)-Re-Comp,408523529786,85.65276378407928,842627709798,94.5263579163119,9441000,87.61925373936349,3989213,75.33628518464242,288159,538421,86.84858012416757
140,1,Mandelbrot.mandelbrot(int)-Re-Comp,67345751304,14.119993850353099,47719326554,5.353175653872232,1311139,12.168310637493413,1283038,24.230171883710703,288159,538421,86.84858012416757
