CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboSharePercentBaseline,BuboExclusiveCyclesSlowdown,BuboSharePercentSlowdown,AsyncSamplesBaseline,AsyncSharePercentBaseline,AsyncSamplesSlowdown,AsyncSharePercentSlowdown,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
156,0,NBody.innerBenchmarkLoop(int)-Re-Comp,363945782606,99.45118402994156,729937774178,99.7230921707324,8160121,99.60259641565354,16083771,99.79569636410635,221816,442815,99.63167670501677
