comp_id,loop_id,samples,percentage,total_samples
145,0,620974,3.744581,16583271
145,1,14182054,85.520245,16583271
145,2,1002228,6.043609,16583271
145,3,40395,0.243589,16583271
162,0,9794,0.059060,16583271
