benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Permute,685,0,765,1619,111.63398692810458,99.8150431565968,1622,91.35762657207353
