benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Storage,95,0,398,897,125.37688442211055,40.116279069767444,2236,37.77960559311494
Storage,785,2,215,368,71.16279069767441,16.457960644007155,2236,37.77960559311494
Storage,785,4,216,343,58.79629629629629,15.33989266547406,2236,37.77960559311494
Storage,785,1,215,315,46.51162790697674,14.087656529516995,2236,37.77960559311494
Storage,785,3,206,279,35.43689320388349,12.477638640429339,2236,37.77960559311494
