benchmark,comp_id,loop_id,baseline_samples,slowdown_samples,slowdown_pct,runtime_share_pct,total_samples_slowdown,prog_slowdown_noBubo_pct
Richards,126,0,1792,3558,98.54910714285714,98.47771934680321,3613,90.77536212694966
