CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline,AsyncSamplesSlowdown,JfrSamplesBaseline,JfrSamplesSlowdown,BuboPercentChange,AsyncPercentChange,JfrPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,JfrSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
583,0,NBody.innerBenchmarkLoop(int)-Re-Comp,304489865376,605223816422,7019308,14110970,7437,14845,98.76648954297313,101.03078537086563,99.61005781901304,99.70373000690687,99.7239018015358,99.73127309371851,185544,367166,97.88621566852068
