CompId,LoopId,Method,BuboExclusiveCyclesBaseline,BuboExclusiveCyclesSlowdown,AsyncSamplesBaseline,AsyncSamplesSlowdown,JfrSamplesBaseline,JfrSamplesSlowdown,BuboPercentChange,AsyncPercentChange,JfrPercentChange,BuboSlowdownSharePercent,AsyncSlowdownSharePercent,JfrSlowdownSharePercent,BaselineAvgUs,SlowdownAvgUs,OverheadPercent
568,2,Mandelbrot.mandelbrot(int)-Re-Comp,363984110518,730082842272,8453770,16737811,8954,17696,100.58096526054135,97.99226853817883,97.63234308688854,94.60719636856739,93.26922696501863,93.46643426820894,256781,466093,81.51381916886375
568,1,Mandelbrot.mandelbrot(int)-Re-Comp,60225887370,40707797726,1069225,1186209,1066,1211,-32.408139583049866,10.941008674507238,13.602251407129456,5.275087141084709,6.609991978577592,6.396239370411451,256781,466093,81.51381916886375
