CompId,Method,LoopId,BaselineCycles,SlowdownCycles,PercentChangeCycles,BaselineSharePercent
94,Mandelbrot.mandelbrot(int)-Re-Comp,0,49548330258,89064399212,79.75257440208047,35.21328686291298
94,Mandelbrot.mandelbrot(int)-Re-Comp,1,49543342068,89059400400,79.76058271919322,35.20974182790408
94,Mandelbrot.mandelbrot(int)-Re-Comp,2,40691401044,84800568032,108.39923388311044,28.91879444484122
93,Mandelbrot.mandelbrot(int),1,504608770,496292638,-1.6480355662466983,0.3586182072943362
93,Mandelbrot.mandelbrot(int),2,421139342,413303198,-1.8607010123504444,0.29929768333030826
52,java.util.ImmutableCollections$SetN$SetNIterator.next(),0,252374,244830,-2.989214419868925,0.0001793585780280846
93,Mandelbrot.mandelbrot(int),3,59308,59212,-0.1618668645039455,4.214934401202043e-05
93,Mandelbrot.mandelbrot(int),4,41396,41272,-0.2995458498405643,2.9419542805719257e-05
57,"java.util.HashMap.putVal(int,",0,5068,6014,18.666140489344908,3.601754829920407e-06
104,"java.lang.StringLatin1.equals(byte[],",0,4290,3702,-13.706293706293707,3.0488414010178665e-06
58,java.lang.String.equals(Object),0,4090,3658,-10.562347188264058,2.9067042727652853e-06
93,Mandelbrot.mandelbrot(int),5,688,988,43.604651162790695,4.889517211888793e-07
