comp_id,loop_id,samples,percentage,total_samples
139,1,1037,0.005494,18876509
139,2,17342,0.091871,18876509
140,0,5036,0.026679,18876509
140,1,1132316,5.998546,18876509
140,2,3243100,17.180613,18876509
