CompId,Method,LoopId,BaselineCyclesExclusive,SlowdownCyclesExclusive,PercentChangeCyclesExclusive,BaselineSharePercentExclusive
194,"havlak.HavlakLoopFinder.doDFS(BasicBlock,",0,2583242642760,3347540395904,29.586758150113436,69.23231439727847
194,"havlak.HavlakLoopFinder.doDFS(BasicBlock,",1,683761556046,884706174474,29.388112954171625,18.325183332515568
207,havlak.HavlakLoopFinder.findLoops()-Re-Comp,1,172442979196,195368324080,13.29444955711585,4.621566071139682
207,havlak.HavlakLoopFinder.findLoops()-Re-Comp,2,143141264216,163084319110,13.932428921338822,3.836264098225759
212,havlak.HavlakLoopFinder.identifyEdges(int),0,68690816868,73589135148,7.1309652488379545,1.840951427052253
279,havlak.LoopTesterApp.addDummyLoops(int)-Re-Comp,0,23107358980,29023928084,25.604696361539798,0.6192898473079153
207,havlak.HavlakLoopFinder.findLoops()-Re-Comp,0,16195055422,34611915544,113.71903116170763,0.43403633483663506
207,havlak.HavlakLoopFinder.findLoops()-Re-Comp,12,8541942996,11779723820,37.90450048093484,0.2289287398998878
